timestamp,device,cpu_percent,rss_mb
2026-08-11 20:53:06,Motor7,5.4,261.4
2026-08-11 20:53:11,Motor1,6.4,261.4
2026-08-11 20:53:11,Motor4,6.7,261.4
2026-08-11 20:53:11,Motor7,6.2,261.4
2026-08-11 20:53:17,Motor1,6.2,261.4
2026-08-11 20:53:17,Motor4,6.2,261.4
2026-08-11 20:53:17,Motor7,6.2,261.4
2026-08-11 20:53:22,Motor1,6.4,261.4
2026-08-11 20:53:22,Motor4,6.2,261.4
2026-08-11 20:53:22,Motor7,6.2,261.4
2026-08-11 20:53:27,Motor1,6.4,261.4
2026-08-11 20:53:27,Motor4,6.4,261.4
2026-08-11 20:53:27,Motor7,6.2,261.4
2026-08-11 20:53:32,Motor1,6.4,261.4
2026-08-11 20:53:32,Motor4,6.2,261.4
2026-08-11 20:53:32,Motor7,6.2,261.4
2026-08-11 20:53:37,Motor1,6.2,261.4
2026-08-11 20:53:37,Motor4,6.2,261.4
2026-08-11 20:53:37,Motor7,6.2,261.4
2026-08-11 20:53:43,Motor1,54.6,303.3
2026-08-11 20:53:43,Motor4,6.3,261.4
2026-08-11 20:53:43,Motor7,6.3,261.4
2026-08-11 20:53:48,Motor1,43.3,261.4
2026-08-11 20:53:48,Motor4,4.0,261.4
2026-08-11 20:53:48,Motor7,5.2,261.4
2026-08-11 20:53:53,Motor1,3.7,261.4
2026-08-11 20:53:53,Motor4,3.1,261.4
2026-08-11 20:53:53,Motor7,4.5,261.4
2026-08-11 20:53:58,Motor1,6.2,261.4
2026-08-11 20:53:58,Motor4,6.3,261.4
2026-08-11 20:53:58,Motor7,5.2,261.4
2026-08-11 20:54:03,Motor1,5.2,261.4
2026-08-11 20:54:03,Motor4,5.6,261.4
2026-08-11 20:54:03,Motor7,5.6,261.4
2026-08-11 20:54:08,Motor1,6.2,261.4
2026-08-11 20:54:08,Motor4,6.4,261.4
2026-08-11 20:54:08,Motor7,6.2,261.4
2026-08-11 20:54:14,Motor1,6.1,261.4
2026-08-11 20:54:14,Motor4,6.5,261.4
2026-08-11 20:54:14,Motor7,6.5,261.4
2026-08-11 20:54:19,Motor1,6.1,261.4
2026-08-11 20:54:19,Motor4,6.3,261.4
2026-08-11 20:54:19,Motor7,6.3,261.4
2026-08-11 20:54:24,Motor1,6.0,261.4
2026-08-11 20:54:24,Motor4,6.5,261.4
2026-08-11 20:54:24,Motor7,6.5,261.4
2026-08-11 20:54:29,Motor1,6.0,262.2
2026-08-11 20:54:29,Motor4,6.3,261.4
2026-08-11 20:54:29,Motor7,6.5,261.4
2026-08-11 20:54:34,Motor1,6.7,262.5
2026-08-11 20:54:34,Motor4,6.3,261.4
2026-08-11 20:54:34,Motor7,6.3,261.4
2026-08-11 20:54:40,Motor1,6.3,262.5
2026-08-11 20:54:40,Motor4,6.0,261.4
2026-08-11 20:54:40,Motor7,6.3,261.4
2026-08-11 20:54:45,Motor1,6.2,262.5
2026-08-11 20:54:45,Motor4,6.3,261.4
2026-08-11 20:54:45,Motor7,6.3,261.4
2026-08-11 20:54:50,Motor1,6.3,262.5
2026-08-11 20:54:50,Motor4,6.2,261.4
2026-08-11 20:54:50,Motor7,6.2,261.4
2026-08-11 20:54:55,Motor1,6.3,262.5
2026-08-11 20:54:55,Motor4,22.9,284.7
2026-08-11 20:54:55,Motor7,6.2,261.4
2026-08-11 20:55:00,Motor1,5.6,262.5
2026-08-11 20:55:00,Motor4,65.6,261.4
2026-08-11 20:55:00,Motor7,5.6,261.4
2026-08-11 20:55:06,Motor1,4.3,262.5
2026-08-11 20:55:06,Motor4,4.1,261.4
2026-08-11 20:55:06,Motor7,4.3,261.4
2026-08-11 20:55:11,Motor1,4.9,262.5
2026-08-11 20:55:11,Motor4,4.9,261.4
2026-08-11 20:55:11,Motor7,4.9,261.4
2026-08-11 20:55:16,Motor1,6.3,262.5
2026-08-11 20:55:16,Motor4,6.0,261.4
2026-08-11 20:55:16,Motor7,6.3,261.4
2026-08-11 20:55:21,Motor1,6.1,262.5
2026-08-11 20:55:21,Motor4,6.1,261.4
2026-08-11 20:55:21,Motor7,6.0,261.4
2026-08-11 20:55:26,Motor1,6.3,262.5
2026-08-11 20:55:26,Motor4,6.0,261.4
2026-08-11 20:55:26,Motor7,6.5,261.4
2026-08-11 20:55:32,Motor1,6.3,262.5
2026-08-11 20:55:32,Motor4,6.3,261.4
2026-08-11 20:55:32,Motor7,6.7,261.4
2026-08-11 20:55:37,Motor1,6.5,262.5
2026-08-11 20:55:37,Motor4,6.3,261.4
2026-08-11 20:55:37,Motor7,6.5,261.4
2026-08-11 20:55:42,Motor1,6.5,262.5
2026-08-11 20:55:42,Motor4,6.2,261.4
2026-08-11 20:55:42,Motor7,6.3,261.4
2026-08-11 20:55:47,Motor1,6.9,262.5
2026-08-11 20:55:47,Motor4,6.2,261.4
2026-08-11 20:55:47,Motor7,6.3,261.4
2026-08-11 20:55:52,Motor1,6.3,262.5
2026-08-11 20:55:52,Motor4,6.5,261.4
2026-08-11 20:55:52,Motor7,6.2,261.4
2026-08-11 20:55:58,Motor1,5.8,262.5
2026-08-11 20:55:58,Motor4,5.6,261.4
2026-08-11 20:55:58,Motor7,4.8,261.4
2026-08-11 20:56:03,Motor1,6.0,262.5
2026-08-11 20:56:03,Motor4,6.4,261.4
2026-08-11 20:56:03,Motor7,43.3,296.5
2026-08-11 20:56:08,Motor1,5.4,262.5
2026-08-11 20:56:08,Motor4,5.6,261.4
2026-08-11 20:56:08,Motor7,60.4,261.4
2026-08-11 20:56:13,Motor1,3.0,262.5
2026-08-11 20:56:13,Motor4,3.0,261.4
2026-08-11 20:56:13,Motor7,3.5,261.4
