"Time","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor1/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor2/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor3/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor4/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor5/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor6/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor7/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor8/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor9/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor2/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor3/Analysis/Diagnosis/prediction""}"
2026-08-11 20:52:53,,,1000,,,,,,,,1000
2026-08-11 20:52:53,,,,649,,,,,,,
2026-08-11 20:52:53,510,,,,,,,,,,
2026-08-11 20:52:53,,,,,,366,,,,,
2026-08-11 20:52:53,,777,,,879,,,,,777,
2026-08-11 20:52:54,,,1081,,,,,,,,1081
2026-08-11 20:52:54,,,,742,,,,,,,
2026-08-11 20:52:54,551,,,,,,,,,,
2026-08-11 20:52:54,,,,,,412,,,,,
2026-08-11 20:52:54,,832,,,,,,,,832,
2026-08-11 20:52:55,,,992,,,,,,,,992
2026-08-11 20:52:55,,,,,1101,,,,,,
2026-08-11 20:52:55,,,,802,,,,,,,
2026-08-11 20:52:55,659,,,,,,,,,,
2026-08-11 20:52:55,,,,,,573,,,,,
2026-08-11 20:52:56,,1106,980,,,,,,,1106,980
2026-08-11 20:52:56,,,,,1152,,,,,,
2026-08-11 20:52:56,,,,899,,,1727,,,,
2026-08-11 20:52:56,671,,,,,498,,,,,
2026-08-11 20:52:56,,925,,,,,1135,,,925,
2026-08-11 20:52:57,,,1070,,,,,,,,1070
2026-08-11 20:52:57,,,,676,1074,,,,,,
2026-08-11 20:52:57,561,,,,,,700,,,,
2026-08-11 20:52:57,,657,,,,394,,,,657,
2026-08-11 20:52:57,,,918,,694,,,,,,918
2026-08-11 20:52:58,,,,588,,,604,,,,
2026-08-11 20:52:58,461,,,,,,,,,,
2026-08-11 20:52:58,,,,,547,314,,,,,
2026-08-11 20:52:58,,830,786,,,,,,,830,786
2026-08-11 20:52:59,,,,606,,,621,,,,
2026-08-11 20:52:59,485,,,,,343,,,,,
2026-08-11 20:52:59,,579,,,,,,,,579,
2026-08-11 20:52:59,,,905,,610,,,,,,905
2026-08-11 20:53:00,,,,576,,,,,,,
2026-08-11 20:53:00,364,,,,,245,,,,,
2026-08-11 20:53:00,,,676,,,,838,,,,676
2026-08-11 20:53:00,,694,,,735,,,,,694,
2026-08-11 20:53:01,,,,571,,,587,,,,
2026-08-11 20:53:01,455,,,,,,,,,,
2026-08-11 20:53:01,,,660,,,340,,,,,660
2026-08-11 20:53:01,,625,,,691,,,,,625,
2026-08-11 20:53:02,,,,573,,,,,,,
2026-08-11 20:53:02,363,,,,,285,,,,,
2026-08-11 20:53:02,,,716,,,,836,,,,716
2026-08-11 20:53:02,,672,,,742,,,,,672,
2026-08-11 20:53:03,,,,576,,,,,,,
2026-08-11 20:53:03,383,,,,,,,,,,
2026-08-11 20:53:03,,,647,,,,747,,,,647
2026-08-11 20:53:03,,702,,,,552,,,,702,
2026-08-11 20:53:04,,,,,763,,,,,,
2026-08-11 20:53:04,,,,576,,,,,,,
2026-08-11 20:53:04,408,,,,,,,,,,
2026-08-11 20:53:04,,,,,,387,876,,,,
2026-08-11 20:53:04,,740,807,,,,,,,740,807
2026-08-11 20:53:05,,,,689,1114,,,,,,
2026-08-11 20:53:05,571,,,,,354,,,,,
2026-08-11 20:53:05,,,788,,,,1050,,,,788
2026-08-11 20:53:06,,823,,,,,,,,823,
2026-08-11 20:53:06,,,,452,,,,,,,
2026-08-11 20:53:06,,,,,1214,,,,,,
2026-08-11 20:53:06,,,,,,404,,,,,
2026-08-11 20:53:06,645,,,,,,,,,,
2026-08-11 20:53:07,,,941,,,,,,,,941
2026-08-11 20:53:07,,928,,,,,,,,928,
2026-08-11 20:53:07,,,,,,,1465,,,,
2026-08-11 20:53:07,,,,734,,,,,,,
2026-08-11 20:53:07,,,,,,522,,,,,
2026-08-11 20:53:08,749,,,,,,,,,,
2026-08-11 20:53:08,,,1072,,,,,,,,1072
2026-08-11 20:53:08,,1226,,,1985,,,,,1226,
2026-08-11 20:53:08,,,,,,,1696,,,,
2026-08-11 20:53:08,,,,955,,,,,,,
2026-08-11 20:53:09,,,,,,806,,,,,
2026-08-11 20:53:09,,,1215,,,,,,,,1215
2026-08-11 20:53:09,1237,,,,2364,,,,,,
2026-08-11 20:53:09,,1563,,,,,,,,1563,
2026-08-11 20:53:10,,,,,,,2043,,,,
2026-08-11 20:53:10,,,,1315,,,,,,,
2026-08-11 20:53:10,,,1372,,,,,,,,1372
2026-08-11 20:53:10,1407,,,,,1317,,,,,
2026-08-11 20:53:10,,1492,,,2507,,,,,1492,
2026-08-11 20:53:11,,,,1144,,,1979,,,,
2026-08-11 20:53:11,,,1166,,,1060,,,,,1166
2026-08-11 20:53:11,1119,,,,,,,,,,
2026-08-11 20:53:11,,1227,,,2249,,,,,1227,
2026-08-11 20:53:11,,,,877,,,1715,,,,
2026-08-11 20:53:12,,,971,,,,,,,,971
2026-08-11 20:53:12,,,,,1837,866,,,,,
2026-08-11 20:53:12,1149,,,,,,1289,,,,
2026-08-11 20:53:12,,1271,,,1261,,,,,1271,
2026-08-11 20:53:12,,,771,903,,,,,,,771
2026-08-11 20:53:13,,,,,,775,,,,,
2026-08-11 20:53:13,767,,,,,,1128,,,,
2026-08-11 20:53:13,,1009,,,993,,,,,1009,
2026-08-11 20:53:13,,,534,641,,,,,,,534
2026-08-11 20:53:13,505,,,,,553,,,,,
2026-08-11 20:53:14,,,,,,,875,,,,
2026-08-11 20:53:14,,760,,,748,,,,,760,
2026-08-11 20:53:14,,,356,,,,,,,,356
2026-08-11 20:53:14,,,,,,374,,,,,
2026-08-11 20:53:14,,,,657,,,708,,,,
2026-08-11 20:53:15,,602,,,,,,,,602,
2026-08-11 20:53:15,662,,,,,,,1430,,,
2026-08-11 20:53:15,,,,,832,,,630,,,
2026-08-11 20:53:15,,,534,583,,,,,,,534
2026-08-11 20:53:15,,,,,,554,,,,,
2026-08-11 20:53:16,448,,,,,,812,,,,
2026-08-11 20:53:16,,727,,,709,,,,,727,
2026-08-11 20:53:16,,,430,,,,,512,,,430
2026-08-11 20:53:16,,,,449,,,,,,,
2026-08-11 20:53:16,,,,,,467,582,,,,
2026-08-11 20:53:17,,585,,,,,,,,585,
2026-08-11 20:53:17,621,,,,706,,,,,,
2026-08-11 20:53:17,,,434,,,,,505,,,434
2026-08-11 20:53:17,,,,438,,,,,,,
2026-08-11 20:53:17,,,,,,487,,,,,
2026-08-11 20:53:18,359,,,,445,,,,,,
2026-08-11 20:53:18,,680,,,,,954,,,680,
2026-08-11 20:53:18,,,,,,,,464,,,
2026-08-11 20:53:18,,,565,,,,,,,,565
2026-08-11 20:53:18,,,,630,,469,,,,,
2026-08-11 20:53:19,,,,,488,,642,,,,
2026-08-11 20:53:19,709,726,,,,,,,,726,
2026-08-11 20:53:19,,,,,,,,506,,,
2026-08-11 20:53:19,,,554,,,,,,,,554
2026-08-11 20:53:19,,,,588,,453,,,,,
2026-08-11 20:53:20,362,,,,484,,,,,,
2026-08-11 20:53:20,,717,,,,,,,,717,
2026-08-11 20:53:20,,,,,,,946,496,,,
2026-08-11 20:53:20,,,450,,,573,,,,,450
2026-08-11 20:53:21,,,,709,,,,,,,
2026-08-11 20:53:21,,,,,,,768,,,,
2026-08-11 20:53:21,,,,,700,,,,,,
2026-08-11 20:53:21,,1029,,,,,,,,1029,
2026-08-11 20:53:21,1028,,,,,,,,,,
2026-08-11 20:53:22,,,,,,,,944,,,
2026-08-11 20:53:22,,,924,,,,,,,,924
2026-08-11 20:53:22,,,,,,1048,,,,,
2026-08-11 20:53:22,,,,1161,999,,,,,,
2026-08-11 20:53:22,1113,,,,,,,,,,
2026-08-11 20:53:23,,1463,,,,,,,,1463,
2026-08-11 20:53:23,,,,,,,1728,,,,
2026-08-11 20:53:23,,,,,,,,1371,,,
2026-08-11 20:53:23,,,1319,,,,,,,,1319
2026-08-11 20:53:23,,,,,,1408,,,,,
2026-08-11 20:53:24,,,,1495,,,,,,,
2026-08-11 20:53:24,,,,,,,1590,,,,
2026-08-11 20:53:24,,,,,1591,,,,,,
2026-08-11 20:53:24,1878,1909,,,,,,,,1909,
2026-08-11 20:53:24,,,,,,,,1801,,,
2026-08-11 20:53:25,,,1706,,,1724,,,,,1706
2026-08-11 20:53:25,,1682,,1728,,,,,,1682,
2026-08-11 20:53:25,1571,,,,,,1945,,,,
2026-08-11 20:53:25,,,,,1878,,,1672,,,
2026-08-11 20:53:25,,,1581,,,1601,,,,,1581
2026-08-11 20:53:26,,,,1564,,,,,,,
2026-08-11 20:53:26,,1661,,,1396,,,,,1661,
2026-08-11 20:53:26,1628,,,,,,1790,,,,
2026-08-11 20:53:26,,,1454,,,,,1531,,,1454
2026-08-11 20:53:26,,,,1398,,1471,,,,,
2026-08-11 20:53:27,,1391,,,1359,,,,,1391,
2026-08-11 20:53:27,,,,,,,1620,,,,
2026-08-11 20:53:27,1458,,,,,,,1380,,,
2026-08-11 20:53:27,,,1316,,,1256,,,,,1316
2026-08-11 20:53:27,,,,1229,1106,,,,,,
2026-08-11 20:53:28,,1357,,,,,1446,,,1357,
2026-08-11 20:53:28,1278,,,,,,,,,,
2026-08-11 20:53:28,,,1193,,,,,1235,,,1193
2026-08-11 20:53:28,,,,1074,,1130,,,,,
2026-08-11 20:53:28,,1221,,,968,,,,,1221,
2026-08-11 20:53:29,1133,,,,,,1300,,,,
2026-08-11 20:53:29,,,,,,907,,1093,,,
2026-08-11 20:53:29,,,1185,,,,,,,,1185
2026-08-11 20:53:29,,992,,934,,,,,,992,
2026-08-11 20:53:29,,,,,955,,1154,,,,
2026-08-11 20:53:30,980,,,,,,,966,,,
2026-08-11 20:53:30,,,942,,,,,,,,942
2026-08-11 20:53:30,,761,,,,919,,,,761,
2026-08-11 20:53:30,,,,1019,734,,,,,,
2026-08-11 20:53:30,850,,,,,,1024,,,,
2026-08-11 20:53:31,,,837,,,,,853,,,837
2026-08-11 20:53:31,,,,,,772,,,,,
2026-08-11 20:53:31,,,,,600,,517,,,,
2026-08-11 20:53:31,,848,,978,,,,,,848,
2026-08-11 20:53:31,805,,,,,,,613,,,
2026-08-11 20:53:32,,,719,,,648,,,,,719
2026-08-11 20:53:32,,,,474,,,479,,,,
2026-08-11 20:53:32,,,,,565,,,,,,
2026-08-11 20:53:32,531,817,,,,,,,,817,
2026-08-11 20:53:32,,,586,,,,,574,,,586
2026-08-11 20:53:33,,,,,,557,,,1467,,
2026-08-11 20:53:33,,,,486,,,,,,,
2026-08-11 20:53:33,,735,,,,,483,,,735,
2026-08-11 20:53:33,,,,,696,,,,1050,,
2026-08-11 20:53:33,650,,,,,,,724,,,
2026-08-11 20:53:34,,,,,,567,,,,,
2026-08-11 20:53:34,,,859,,,,,,585,,859
2026-08-11 20:53:34,,,,551,,,589,,,,
2026-08-11 20:53:34,,846,,,805,,,,,846,
2026-08-11 20:53:34,,,,,,,,603,,,
2026-08-11 20:53:35,,,735,,,,,,,,735
2026-08-11 20:53:35,,,,,,757,,,,,
2026-08-11 20:53:35,1113,,,,,,,,,,
2026-08-11 20:53:35,,,,,,,,,913,,
2026-08-11 20:53:35,,1007,,,,,,,,1007,
2026-08-11 20:53:36,,,,1111,,,,,,,
2026-08-11 20:53:36,,,,,,,1161,,,,
2026-08-11 20:53:36,,,,,1348,,,,,,
2026-08-11 20:53:36,,,,,,,,1206,,,
2026-08-11 20:53:36,,,1353,,,1370,,,,,1353
2026-08-11 20:53:37,,,,,,,,,1334,,
2026-08-11 20:53:37,1891,,,,,,,,,,
2026-08-11 20:53:37,,1592,,,,,,,,1592,
2026-08-11 20:53:37,,,,1687,,,,,,,
2026-08-11 20:53:37,,,,,1822,,,,,,
2026-08-11 20:53:38,,,,,,,1944,,,,
2026-08-11 20:53:38,,,,,,,,1850,,,
2026-08-11 20:53:38,,,1974,,,1964,,,,,1974
2026-08-11 20:53:38,2256,,,,,,,,,,
2026-08-11 20:53:38,,,,,,,,,2135,,
2026-08-11 20:53:39,,2164,,,,,,,,2164,
2026-08-11 20:53:39,,,,2280,,,,,,,
2026-08-11 20:53:39,,,,,2465,,2304,,,,
2026-08-11 20:53:39,,,2340,,,2059,,,,,2340
2026-08-11 20:53:39,,,,,,,,2484,2190,,
2026-08-11 20:53:40,2595,2249,,,,,,,,2249,
2026-08-11 20:53:40,,,,2250,2322,,,,,,
2026-08-11 20:53:40,,,,,,,2363,,,,
2026-08-11 20:53:40,,,2337,,,,,2239,,,2337
2026-08-11 20:53:40,,,,,,2268,,,2185,,
2026-08-11 20:53:41,2559,2233,,,,,,,,2233,
2026-08-11 20:53:41,,,,2324,2193,,,,,,
2026-08-11 20:53:41,,,,,,,2319,,,,
2026-08-11 20:53:41,,,2322,,,,,2218,,,2322
2026-08-11 20:53:41,,,,,,2251,,,2149,,
2026-08-11 20:53:42,2517,2206,,,,,,,,2206,
2026-08-11 20:53:42,,,,2282,2172,,,,,,
2026-08-11 20:53:42,,,,,,,2289,,,,
2026-08-11 20:53:42,,,2328,,,,,2202,,,2328
2026-08-11 20:53:42,,,,,,2246,,,2146,,
2026-08-11 20:53:43,,2083,,,2047,,,,,2083,
2026-08-11 20:53:43,,,,2139,,,2134,,,,
2026-08-11 20:53:43,,,,,,,,2062,,,
2026-08-11 20:53:43,,,2200,,,2117,,,,,2200
2026-08-11 20:53:43,,1935,,,,,,,2017,1935,
2026-08-11 20:53:44,,,,1876,,,1869,,,,
2026-08-11 20:53:44,,,,,2124,,,1918,,,
2026-08-11 20:53:44,,,2069,,,1977,,,,,2069
2026-08-11 20:53:44,,,,,,,,,1878,,
2026-08-11 20:53:44,,1787,,,1750,,,,,1787,
2026-08-11 20:53:45,,,,1802,,,1810,,,,
2026-08-11 20:53:45,,,1939,,,,,1772,,,1939
2026-08-11 20:53:45,,,,,,1847,,,1759,,
2026-08-11 20:53:45,,1654,,,1617,,,,,1654,
2026-08-11 20:53:45,,,,1651,,,,,,,
2026-08-11 20:53:46,,,1715,,,,1648,,,,1715
2026-08-11 20:53:46,,,,,,1627,,1859,,,
2026-08-11 20:53:46,,1513,,,,,,,1632,1513,
2026-08-11 20:53:46,,,,1383,1577,,,,,,
2026-08-11 20:53:46,,,1568,,,,1482,,,,1568
2026-08-11 20:53:47,,,,,,,,1596,,,
2026-08-11 20:53:47,,,,,,1714,,,1404,,
2026-08-11 20:53:47,2014,1512,,,,,,,,1512,
2026-08-11 20:53:47,,,,,1473,,,,,,
2026-08-11 20:53:47,,,1520,,,,1372,,,,1520
2026-08-11 20:53:48,,,,,,1420,,,1322,,
2026-08-11 20:53:48,1805,,,2064,,,,,,,
2026-08-11 20:53:48,,,,,,,,1962,,,
2026-08-11 20:53:48,,1514,,,1466,,,,,1514,
2026-08-11 20:53:48,,,,1589,,,1375,,,,
2026-08-11 20:53:49,,,1609,,,1509,,,,,1609
2026-08-11 20:53:49,1777,,,,,,,,,,
2026-08-11 20:53:49,,,,,,,,,1572,,
2026-08-11 20:53:49,,1499,,,,,,,,1499,
2026-08-11 20:53:49,,,,,1505,,1470,,,,
2026-08-11 20:53:50,,,,,,1462,,,,,
2026-08-11 20:53:50,,,,,,,,2758,,,
2026-08-11 20:53:50,,,,,,,,,1627,,
2026-08-11 20:53:50,,,2226,,,,,,,,2226
2026-08-11 20:53:50,,,,2351,,,,,,,
2026-08-11 20:53:51,2534,,,,,,,,,,
2026-08-11 20:53:51,,2119,,,,,,,,2119,
2026-08-11 20:53:51,,,,,2210,,,,,,
2026-08-11 20:53:51,,,,,,,2165,,,,
2026-08-11 20:53:51,,,,,,,,,2008,,
2026-08-11 20:53:52,2498,,,,,,,,,,
2026-08-11 20:53:52,,,2750,,,,,,,,2750
2026-08-11 20:53:52,,,,,,2710,,,,,
2026-08-11 20:53:52,,2564,,3036,,,,,,2564,
2026-08-11 20:53:52,,,,,,,,4324,,,
2026-08-11 20:53:53,,,,,2783,,,,,,
2026-08-11 20:53:53,,,,,,,2740,,,,
2026-08-11 20:53:53,,,,,,,,,2556,,
2026-08-11 20:53:53,,,3160,,,,,,,,3160
2026-08-11 20:53:53,3382,,,,,3170,,,,,
2026-08-11 20:53:54,,2867,,,2824,,,,,2867,
2026-08-11 20:53:54,,,,3770,,,,,,,
2026-08-11 20:53:54,,,,,,2855,2875,,,,
2026-08-11 20:53:54,,,3292,,,,,,2774,,3292
2026-08-11 20:53:54,3400,,,,,,,5271,,,
2026-08-11 20:53:55,,2885,,,2843,,,,,2885,
2026-08-11 20:53:55,,,,,,,2743,,,,
2026-08-11 20:53:55,,,,3889,,2875,,,,,
2026-08-11 20:53:55,,,3307,,,,,,2792,,3307
2026-08-11 20:53:55,3298,2779,,,,,,,,2779,
2026-08-11 20:53:56,,,,,,,,5489,,,
2026-08-11 20:53:56,,,,,2840,,2765,,,,
2026-08-11 20:53:56,,,,4004,,2782,,,,,
2026-08-11 20:53:56,,,3327,,,,,,2798,,3327
2026-08-11 20:53:56,3277,,,,,,,,,,
2026-08-11 20:53:57,,2781,,,2734,,,,,2781,
2026-08-11 20:53:57,,,,,,,2705,5593,,,
2026-08-11 20:53:57,,,,,,2759,,,2655,,
2026-08-11 20:53:57,,,3181,4179,,,,,,,3181
2026-08-11 20:53:57,3233,,,,,,,,,,
2026-08-11 20:53:58,,2757,,,2718,,,,,2757,
2026-08-11 20:53:58,,,,,,2539,2598,,,,
2026-08-11 20:53:58,,,2958,,,,,,2662,,2958
2026-08-11 20:53:58,,,,4018,,,,6137,,,
2026-08-11 20:53:58,3188,2738,,,,,,,,2738,
2026-08-11 20:53:59,,,,,2691,,,,,,
2026-08-11 20:53:59,,,2732,,,2633,,,,,2732
2026-08-11 20:53:59,,,,3853,,,2659,,,,
2026-08-11 20:53:59,,2463,,,,,,,2752,2463,
2026-08-11 20:53:59,3127,,,,2542,,,,,,
2026-08-11 20:54:00,,,2596,,,2499,,,,,2596
2026-08-11 20:54:00,,,,,,,2590,,2401,,
2026-08-11 20:54:00,,,,,,,,6840,,,
2026-08-11 20:54:00,,2427,,3898,,,,,,2427,
2026-08-11 20:54:00,3173,,,,2390,,,,,,
2026-08-11 20:54:01,,,2684,3304,,,,,,,2684
2026-08-11 20:54:01,,,,,,2596,,,2499,,
2026-08-11 20:54:01,,,,,,,2655,,,,
2026-08-11 20:54:01,,2411,,2818,,,,,,2411,
2026-08-11 20:54:01,3154,,,,,,,7160,,,
2026-08-11 20:54:02,,,,,2617,,,,,,
2026-08-11 20:54:02,,,2824,,,2510,,,,,2824
2026-08-11 20:54:02,,,,,,,2657,,2529,,
2026-08-11 20:54:02,,2428,,2812,,,,,,2428,
2026-08-11 20:54:02,,,2495,,2373,,,,,,2495
2026-08-11 20:54:03,3229,,,,,,,,,,
2026-08-11 20:54:03,,,,,,2518,,,2418,,
2026-08-11 20:54:03,,,,2694,,,2542,,,,
2026-08-11 20:54:03,,,,,,,,7984,,,
2026-08-11 20:54:03,,2406,,,,,,,,2406,
2026-08-11 20:54:04,,,2482,,,,,,,,2482
2026-08-11 20:54:04,3273,,,,,,,,,,
2026-08-11 20:54:04,,,,,2827,,,,,,
2026-08-11 20:54:04,,,,,,2815,,,2809,,
2026-08-11 20:54:04,,,,,,,2922,,,,
2026-08-11 20:54:05,,,,3158,,,,,,,
2026-08-11 20:54:05,,,,,2736,,,,,,
2026-08-11 20:54:05,,,,,,,,8765,,,
2026-08-11 20:54:05,,,3147,,,,,,,,3147
2026-08-11 20:54:05,,,,,,,,,2907,,
2026-08-11 20:54:06,4042,,,,,,,,,,
2026-08-11 20:54:06,,,,3375,,3475,,,,,
2026-08-11 20:54:06,,,,,,,3501,,,,
2026-08-11 20:54:06,,,3187,,,,,,,,3187
2026-08-11 20:54:06,,4488,,,,,,,,4488,
2026-08-11 20:54:07,,,,,,3596,,,3183,,
2026-08-11 20:54:07,4522,,,,,,,,,,
2026-08-11 20:54:07,,,,,4127,,,,,,
2026-08-11 20:54:07,,,,3886,,,,,,,
2026-08-11 20:54:08,,,,,,,4019,,,,
2026-08-11 20:54:08,,4877,,,,,,10442,,4877,
2026-08-11 20:54:08,,,3895,,3946,,,,,,3895
2026-08-11 20:54:08,,,,,,3914,,,3820,,
2026-08-11 20:54:08,4829,,,3902,,,,,,,
2026-08-11 20:54:09,,,,,,,3995,10411,,,
2026-08-11 20:54:09,,,3764,,,,,,,,3764
2026-08-11 20:54:09,,,,,3846,3839,,,,,
2026-08-11 20:54:09,4711,,,,,,,,3747,,
2026-08-11 20:54:09,,,,3786,,,3876,,,,
2026-08-11 20:54:10,,,3572,,,,,,,,3572
2026-08-11 20:54:10,,,,,3571,3635,,,,,
2026-08-11 20:54:10,4356,,,,,,,10800,,,
2026-08-11 20:54:10,,,,,,,,,3766,,
2026-08-11 20:54:10,,,,3666,,,3752,,,,
2026-08-11 20:54:11,,,3488,,3458,,,,,,3488
2026-08-11 20:54:11,4087,,,,,3615,,,,,
2026-08-11 20:54:11,,,,,,,,10781,3551,,
2026-08-11 20:54:11,,4130,,,,,,,,4130,
2026-08-11 20:54:11,,,,3741,,,3607,,,,
2026-08-11 20:54:12,,,3491,,3388,,,,,,3491
2026-08-11 20:54:12,,3759,,,,3519,,,,3759,
2026-08-11 20:54:12,,,,,,,,,3552,,
2026-08-11 20:54:12,4407,,,3493,,,,,,,
2026-08-11 20:54:12,,,3387,,,,3582,,,,3387
2026-08-11 20:54:13,,,,,3374,3308,,,,,
2026-08-11 20:54:13,,,,,,,,11429,3424,,
2026-08-11 20:54:13,4249,,,,,,,,,,
2026-08-11 20:54:13,,3970,,,,,3424,,,3970,
2026-08-11 20:54:13,,,3378,3544,,,,,,,3378
2026-08-11 20:54:14,,3493,,,,3292,,,,3493,
2026-08-11 20:54:14,4071,,,,3452,,,,,,
2026-08-11 20:54:14,,,,,,,,,3533,,
2026-08-11 20:54:14,,,,3292,,,3386,,,,
2026-08-11 20:54:14,,,3377,,,,,11965,,,3377
2026-08-11 20:54:15,,3476,,,,3295,,,,3476,
2026-08-11 20:54:15,3929,,,,,,,,3407,,
2026-08-11 20:54:15,,,,3247,3659,,,,,,
2026-08-11 20:54:15,,,,,,,3340,,,,
2026-08-11 20:54:15,,,3258,,,3176,,,,,3258
2026-08-11 20:54:16,,3346,,,,,,,3190,3346,
2026-08-11 20:54:16,,,,3011,3413,,,,,,
2026-08-11 20:54:16,4134,,,,,,,,,,
2026-08-11 20:54:16,,,3176,,,,3223,,,,3176
2026-08-11 20:54:16,,,,,,3091,,,2991,,
2026-08-11 20:54:17,,3353,,,3307,,,,,3353,
2026-08-11 20:54:17,,,,2948,,,,13397,,,
2026-08-11 20:54:17,,,,,,,3046,,,,
2026-08-11 20:54:17,,,3047,,,2993,,,,,3047
2026-08-11 20:54:17,4563,,,,,,,,2900,,
2026-08-11 20:54:18,,3355,,,,,,,,3355,
2026-08-11 20:54:18,,,,,3387,,,,,,
2026-08-11 20:54:18,,,,2959,,,,,,,
2026-08-11 20:54:18,,,,,,,3105,,,,
2026-08-11 20:54:18,,,3223,,,,,,,,3223
2026-08-11 20:54:19,,,,,,3194,,,,,
2026-08-11 20:54:19,,3580,,,,,,,3192,3580,
2026-08-11 20:54:19,,,,,3588,,,,,,
2026-08-11 20:54:19,5210,,,,,,,,,,
2026-08-11 20:54:19,,,,,,,,14944,,,
2026-08-11 20:54:20,,,,3531,,,,,,,
2026-08-11 20:54:20,,,,,,,3683,,,,
2026-08-11 20:54:20,,,3788,,,,,,,,3788
2026-08-11 20:54:20,,,,,,3795,,,,,
2026-08-11 20:54:20,,,,,,,,,3747,,
2026-08-11 20:54:21,,4352,,,4035,,,,,4352,
2026-08-11 20:54:21,5792,,,,,,,,,,
2026-08-11 20:54:21,,,,3928,,,,,,,
2026-08-11 20:54:21,,,,,,3894,,,,,
2026-08-11 20:54:21,,,,,,,4309,,,,
2026-08-11 20:54:22,,,4469,,,,,,,,4469
2026-08-11 20:54:22,,,,,,,,,4256,,
2026-08-11 20:54:22,,4657,,,4649,,,,,4657,
2026-08-11 20:54:22,,,,,,,,16773,,,
2026-08-11 20:54:22,6276,,,4327,,,,,,,
2026-08-11 20:54:23,,,4565,,,,4438,,,,4565
2026-08-11 20:54:23,,,,,,4606,,,4275,,
2026-08-11 20:54:23,,,,,4539,,,,,,
2026-08-11 20:54:23,,4800,,,,,,16767,,4800,
2026-08-11 20:54:23,,,,4310,,,4191,,,,
2026-08-11 20:54:24,6617,,,,,,,,4083,,
2026-08-11 20:54:24,,,4707,,,,,,,,4707
2026-08-11 20:54:24,,4587,,,,4752,,,,4587,
2026-08-11 20:54:24,,,,,4669,,,16779,,,
2026-08-11 20:54:24,,,,,,4077,4295,,,,
2026-08-11 20:54:25,,,,4425,,,,,,,
2026-08-11 20:54:25,,4372,,,4327,,,,,4372,
2026-08-11 20:54:25,,,,,,,,16557,4455,,
2026-08-11 20:54:25,,,4146,,,3988,,,,,4146
2026-08-11 20:54:25,,,,,,,4175,,,,
2026-08-11 20:54:26,,4268,,4283,,,,,,4268,
2026-08-11 20:54:26,,,,,4342,,,,4236,,
2026-08-11 20:54:26,6814,,,,,,,16554,,,
2026-08-11 20:54:26,,,4139,,,3996,,,,,4139
2026-08-11 20:54:26,,,,,,,,,3892,,
2026-08-11 20:54:27,,,,4414,,,4287,,,,
2026-08-11 20:54:27,,4404,,,4358,,,,,4404,
2026-08-11 20:54:27,,,3957,,,,,,,,3957
2026-08-11 20:54:27,,,,,,,3927,16575,,,
2026-08-11 20:54:27,,,,,,4030,,,3932,,
2026-08-11 20:54:28,7361,,,4363,,,,,,,
2026-08-11 20:54:28,,4386,,,4339,,,,,4386,
2026-08-11 20:54:28,,,3947,,,,,,,,3947
2026-08-11 20:54:28,,,,,,3909,3773,,,,
2026-08-11 20:54:28,,,,,,,,16885,3811,,
2026-08-11 20:54:29,,4247,,4220,,,,,,4247,
2026-08-11 20:54:29,7566,,,,,,,,,,
2026-08-11 20:54:29,,,3952,,4319,,,,,,3952
2026-08-11 20:54:29,,,,,,3800,3840,,,,
2026-08-11 20:54:29,,,,,,,,16749,3915,,
2026-08-11 20:54:30,7392,4105,,,,,,,,4105,
2026-08-11 20:54:30,,,,4423,,,,,,,
2026-08-11 20:54:30,,,3855,,4420,,,,,,3855
2026-08-11 20:54:30,,,,,,3778,3700,,,,
2026-08-11 20:54:30,,3989,,,,,,16695,,3989,
2026-08-11 20:54:31,,,,4136,,,,,4127,,
