2026-08-12T01:14:09,flex-tig-stack-telegraf-1,0.11%,75.7MiB / 7.62GiB
2026-08-12T01:14:09,flex-tig-stack-grafana-1,0.12%,72.94MiB / 7.62GiB
2026-08-12T01:14:09,flex-tig-stack-influxdb-1,2.72%,131.3MiB / 7.62GiB
2026-08-12T01:14:17,flex-tig-stack-telegraf-1,0.11%,75.7MiB / 7.62GiB
2026-08-12T01:14:17,flex-tig-stack-grafana-1,0.06%,72.94MiB / 7.62GiB
2026-08-12T01:14:17,flex-tig-stack-influxdb-1,0.05%,131.3MiB / 7.62GiB
2026-08-12T01:14:24,flex-tig-stack-telegraf-1,0.09%,75.7MiB / 7.62GiB
2026-08-12T01:14:24,flex-tig-stack-grafana-1,0.08%,72.94MiB / 7.62GiB
2026-08-12T01:14:24,flex-tig-stack-influxdb-1,0.05%,131.3MiB / 7.62GiB
2026-08-12T01:14:31,flex-tig-stack-telegraf-1,0.19%,75.69MiB / 7.62GiB
2026-08-12T01:14:31,flex-tig-stack-grafana-1,0.04%,72.94MiB / 7.62GiB
2026-08-12T01:14:31,flex-tig-stack-influxdb-1,0.05%,131.3MiB / 7.62GiB
2026-08-12T01:14:39,flex-tig-stack-telegraf-1,0.08%,75.68MiB / 7.62GiB
2026-08-12T01:14:39,flex-tig-stack-grafana-1,0.14%,73.19MiB / 7.62GiB
2026-08-12T01:14:39,flex-tig-stack-influxdb-1,0.05%,131.3MiB / 7.62GiB
2026-08-12T01:14:47,flex-tig-stack-telegraf-1,0.10%,75.68MiB / 7.62GiB
2026-08-12T01:14:47,flex-tig-stack-grafana-1,0.04%,73.19MiB / 7.62GiB
2026-08-12T01:14:47,flex-tig-stack-influxdb-1,0.07%,131.3MiB / 7.62GiB
2026-08-12T01:14:55,flex-tig-stack-telegraf-1,4.03%,76.07MiB / 7.62GiB
2026-08-12T01:14:55,flex-tig-stack-grafana-1,0.03%,73.1MiB / 7.62GiB
2026-08-12T01:14:55,flex-tig-stack-influxdb-1,2.54%,131.6MiB / 7.62GiB
2026-08-12T01:15:01,flex-tig-stack-telegraf-1,3.89%,83.8MiB / 7.62GiB
2026-08-12T01:15:01,flex-tig-stack-grafana-1,0.04%,73.1MiB / 7.62GiB
2026-08-12T01:15:01,flex-tig-stack-influxdb-1,1.88%,157.2MiB / 7.62GiB
2026-08-12T01:15:09,flex-tig-stack-telegraf-1,2.73%,83.31MiB / 7.62GiB
2026-08-12T01:15:09,flex-tig-stack-grafana-1,0.06%,73.35MiB / 7.62GiB
2026-08-12T01:15:09,flex-tig-stack-influxdb-1,2.00%,172.4MiB / 7.62GiB
2026-08-12T01:15:17,flex-tig-stack-telegraf-1,5.49%,84.05MiB / 7.62GiB
2026-08-12T01:15:17,flex-tig-stack-grafana-1,3.23%,68.26MiB / 7.62GiB
2026-08-12T01:15:17,flex-tig-stack-influxdb-1,19.05%,179.6MiB / 7.62GiB
2026-08-12T01:15:25,flex-tig-stack-telegraf-1,6.23%,84.75MiB / 7.62GiB
2026-08-12T01:15:25,flex-tig-stack-grafana-1,7.40%,69.75MiB / 7.62GiB
2026-08-12T01:15:25,flex-tig-stack-influxdb-1,12.50%,100.1MiB / 7.62GiB
2026-08-12T01:15:31,flex-tig-stack-telegraf-1,10.29%,85.22MiB / 7.62GiB
2026-08-12T01:15:32,flex-tig-stack-grafana-1,0.03%,72.48MiB / 7.62GiB
2026-08-12T01:15:32,flex-tig-stack-influxdb-1,9.01%,119.8MiB / 7.62GiB
2026-08-12T01:15:39,flex-tig-stack-telegraf-1,13.47%,85.25MiB / 7.62GiB
2026-08-12T01:15:39,flex-tig-stack-grafana-1,0.53%,75.57MiB / 7.62GiB
2026-08-12T01:15:39,flex-tig-stack-influxdb-1,4.81%,142.7MiB / 7.62GiB
2026-08-12T01:15:47,flex-tig-stack-telegraf-1,11.83%,87.41MiB / 7.62GiB
2026-08-12T01:15:47,flex-tig-stack-grafana-1,0.04%,75.48MiB / 7.62GiB
2026-08-12T01:15:47,flex-tig-stack-influxdb-1,10.57%,158.9MiB / 7.62GiB
2026-08-12T01:15:55,flex-tig-stack-telegraf-1,9.33%,87.56MiB / 7.62GiB
2026-08-12T01:15:55,flex-tig-stack-grafana-1,0.07%,75.47MiB / 7.62GiB
2026-08-12T01:15:55,flex-tig-stack-influxdb-1,9.91%,178.9MiB / 7.62GiB
2026-08-12T01:16:03,flex-tig-stack-telegraf-1,5.02%,86.8MiB / 7.62GiB
2026-08-12T01:16:03,flex-tig-stack-grafana-1,0.68%,75.47MiB / 7.62GiB
2026-08-12T01:16:03,flex-tig-stack-influxdb-1,14.95%,101.8MiB / 7.62GiB
2026-08-12T01:16:10,flex-tig-stack-telegraf-1,12.17%,87.87MiB / 7.62GiB
2026-08-12T01:16:10,flex-tig-stack-grafana-1,0.88%,75.72MiB / 7.62GiB
2026-08-12T01:16:10,flex-tig-stack-influxdb-1,12.11%,127.9MiB / 7.62GiB
2026-08-12T01:16:17,flex-tig-stack-telegraf-1,20.27%,88.45MiB / 7.62GiB
2026-08-12T01:16:17,flex-tig-stack-grafana-1,0.03%,76.77MiB / 7.62GiB
2026-08-12T01:16:17,flex-tig-stack-influxdb-1,17.06%,152.2MiB / 7.62GiB
2026-08-12T01:16:25,flex-tig-stack-telegraf-1,11.22%,90MiB / 7.62GiB
2026-08-12T01:16:25,flex-tig-stack-grafana-1,0.03%,76.77MiB / 7.62GiB
2026-08-12T01:16:25,flex-tig-stack-influxdb-1,15.16%,182.6MiB / 7.62GiB
2026-08-12T01:16:33,flex-tig-stack-telegraf-1,15.63%,89.77MiB / 7.62GiB
2026-08-12T01:16:33,flex-tig-stack-grafana-1,0.09%,76.77MiB / 7.62GiB
2026-08-12T01:16:33,flex-tig-stack-influxdb-1,13.39%,109.6MiB / 7.62GiB
2026-08-12T01:16:40,flex-tig-stack-telegraf-1,24.81%,90.65MiB / 7.62GiB
2026-08-12T01:16:40,flex-tig-stack-grafana-1,0.07%,76.77MiB / 7.62GiB
2026-08-12T01:16:40,flex-tig-stack-influxdb-1,21.01%,152.8MiB / 7.62GiB
2026-08-12T01:16:47,flex-tig-stack-telegraf-1,16.28%,90.12MiB / 7.62GiB
2026-08-12T01:16:47,flex-tig-stack-grafana-1,0.69%,77.09MiB / 7.62GiB
2026-08-12T01:16:47,flex-tig-stack-influxdb-1,17.32%,186.7MiB / 7.62GiB
2026-08-12T01:16:55,flex-tig-stack-telegraf-1,17.77%,89.16MiB / 7.62GiB
2026-08-12T01:16:55,flex-tig-stack-grafana-1,0.13%,77.09MiB / 7.62GiB
2026-08-12T01:16:55,flex-tig-stack-influxdb-1,13.29%,128.9MiB / 7.62GiB
2026-08-12T01:17:03,flex-tig-stack-telegraf-1,23.79%,90.41MiB / 7.62GiB
2026-08-12T01:17:03,flex-tig-stack-grafana-1,0.02%,77.69MiB / 7.62GiB
2026-08-12T01:17:03,flex-tig-stack-influxdb-1,23.13%,173.2MiB / 7.62GiB
2026-08-12T01:17:11,flex-tig-stack-telegraf-1,20.74%,95.2MiB / 7.62GiB
2026-08-12T01:17:11,flex-tig-stack-grafana-1,0.04%,77.69MiB / 7.62GiB
2026-08-12T01:17:11,flex-tig-stack-influxdb-1,26.50%,122.4MiB / 7.62GiB
2026-08-12T01:17:18,flex-tig-stack-telegraf-1,19.45%,92.11MiB / 7.62GiB
2026-08-12T01:17:18,flex-tig-stack-grafana-1,0.12%,77.69MiB / 7.62GiB
2026-08-12T01:17:18,flex-tig-stack-influxdb-1,16.90%,166.8MiB / 7.62GiB
2026-08-12T01:17:26,flex-tig-stack-telegraf-1,20.10%,92.5MiB / 7.62GiB
2026-08-12T01:17:26,flex-tig-stack-grafana-1,0.10%,77.69MiB / 7.62GiB
2026-08-12T01:17:26,flex-tig-stack-influxdb-1,13.83%,111.8MiB / 7.62GiB
2026-08-12T01:17:34,flex-tig-stack-telegraf-1,25.80%,91.59MiB / 7.62GiB
2026-08-12T01:17:34,flex-tig-stack-grafana-1,0.07%,77.62MiB / 7.62GiB
2026-08-12T01:17:34,flex-tig-stack-influxdb-1,25.43%,168.1MiB / 7.62GiB
2026-08-12T01:17:42,flex-tig-stack-telegraf-1,19.52%,90.2MiB / 7.62GiB
2026-08-12T01:17:42,flex-tig-stack-grafana-1,0.05%,77.6MiB / 7.62GiB
2026-08-12T01:17:42,flex-tig-stack-influxdb-1,16.88%,112.6MiB / 7.62GiB
2026-08-12T01:17:49,flex-tig-stack-telegraf-1,32.97%,92.18MiB / 7.62GiB
2026-08-12T01:17:49,flex-tig-stack-grafana-1,0.12%,78.1MiB / 7.62GiB
2026-08-12T01:17:49,flex-tig-stack-influxdb-1,29.67%,169.5MiB / 7.62GiB
2026-08-12T01:17:57,flex-tig-stack-telegraf-1,15.66%,89.35MiB / 7.62GiB
2026-08-12T01:17:57,flex-tig-stack-grafana-1,1.03%,79.35MiB / 7.62GiB
2026-08-12T01:17:57,flex-tig-stack-influxdb-1,15.72%,104.7MiB / 7.62GiB
2026-08-12T01:18:05,flex-tig-stack-telegraf-1,26.14%,92.17MiB / 7.62GiB
2026-08-12T01:18:05,flex-tig-stack-grafana-1,0.04%,79.35MiB / 7.62GiB
2026-08-12T01:18:05,flex-tig-stack-influxdb-1,9.54%,166.3MiB / 7.62GiB
2026-08-12T01:18:13,flex-tig-stack-telegraf-1,27.08%,92.81MiB / 7.62GiB
2026-08-12T01:18:13,flex-tig-stack-grafana-1,0.05%,79.35MiB / 7.62GiB
2026-08-12T01:18:13,flex-tig-stack-influxdb-1,23.90%,115.2MiB / 7.62GiB
2026-08-12T01:18:20,flex-tig-stack-telegraf-1,30.77%,94.16MiB / 7.62GiB
2026-08-12T01:18:20,flex-tig-stack-grafana-1,0.03%,80.35MiB / 7.62GiB
2026-08-12T01:18:20,flex-tig-stack-influxdb-1,26.56%,175.2MiB / 7.62GiB
2026-08-12T01:18:27,flex-tig-stack-telegraf-1,24.85%,90.48MiB / 7.62GiB
2026-08-12T01:18:27,flex-tig-stack-grafana-1,1.03%,80.34MiB / 7.62GiB
2026-08-12T01:18:27,flex-tig-stack-influxdb-1,18.00%,113.8MiB / 7.62GiB
2026-08-12T01:18:35,flex-tig-stack-telegraf-1,28.57%,93.88MiB / 7.62GiB
2026-08-12T01:18:35,flex-tig-stack-grafana-1,0.03%,80.34MiB / 7.62GiB
2026-08-12T01:18:35,flex-tig-stack-influxdb-1,23.18%,174.7MiB / 7.62GiB
2026-08-12T01:18:43,flex-tig-stack-telegraf-1,25.43%,89.75MiB / 7.62GiB
2026-08-12T01:18:43,flex-tig-stack-grafana-1,0.05%,80.34MiB / 7.62GiB
2026-08-12T01:18:43,flex-tig-stack-influxdb-1,18.77%,119.7MiB / 7.62GiB
2026-08-12T01:18:50,flex-tig-stack-telegraf-1,24.34%,91.31MiB / 7.62GiB
2026-08-12T01:18:50,flex-tig-stack-grafana-1,0.04%,79.24MiB / 7.62GiB
2026-08-12T01:18:50,flex-tig-stack-influxdb-1,22.86%,178.6MiB / 7.62GiB
2026-08-12T01:18:57,flex-tig-stack-telegraf-1,24.81%,93.67MiB / 7.62GiB
2026-08-12T01:18:57,flex-tig-stack-grafana-1,0.04%,79.24MiB / 7.62GiB
2026-08-12T01:18:57,flex-tig-stack-influxdb-1,20.75%,124MiB / 7.62GiB
2026-08-12T01:19:05,flex-tig-stack-telegraf-1,12.84%,89.35MiB / 7.62GiB
2026-08-12T01:19:05,flex-tig-stack-grafana-1,0.05%,79.24MiB / 7.62GiB
2026-08-12T01:19:05,flex-tig-stack-influxdb-1,17.84%,173MiB / 7.62GiB
2026-08-12T01:19:13,flex-tig-stack-telegraf-1,27.75%,92.54MiB / 7.62GiB
2026-08-12T01:19:13,flex-tig-stack-grafana-1,0.06%,81.02MiB / 7.62GiB
2026-08-12T01:19:13,flex-tig-stack-influxdb-1,20.23%,115.3MiB / 7.62GiB
2026-08-12T01:19:21,flex-tig-stack-telegraf-1,0.12%,91.15MiB / 7.62GiB
2026-08-12T01:19:21,flex-tig-stack-grafana-1,8.38%,84.2MiB / 7.62GiB
2026-08-12T01:19:21,flex-tig-stack-influxdb-1,7.63%,135.1MiB / 7.62GiB
