timestamp,device,cpu_percent,rss_mb
2026-08-11 20:15:32,Motor3,1.2,259.6
2026-08-11 20:15:37,Motor3,0.6,261.3
2026-08-11 20:15:42,Motor3,0.3,261.3
2026-08-11 20:15:47,Motor3,0.6,261.3
2026-08-11 20:15:52,Motor3,0.6,261.3
2026-08-11 20:15:57,Motor3,0.9,261.4
2026-08-11 20:16:02,Motor3,0.9,261.3
2026-08-11 20:16:07,Motor3,0.6,261.3
2026-08-11 20:16:12,Motor3,0.6,261.3
2026-08-11 20:16:17,Motor3,0.6,261.3
2026-08-11 20:16:22,Motor3,0.6,261.3
2026-08-11 20:16:27,Motor3,0.3,261.3
2026-08-11 20:16:32,Motor3,0.6,261.3
2026-08-11 20:16:37,Motor3,0.6,261.3
2026-08-11 20:16:37,Motor6,0.6,259.9
2026-08-11 20:16:43,Motor3,0.3,261.3
2026-08-11 20:16:43,Motor6,0.6,259.9
2026-08-11 20:16:48,Motor3,0.6,259.9
2026-08-11 20:16:48,Motor6,0.9,259.9
2026-08-11 20:16:53,Motor3,0.9,261.3
2026-08-11 20:16:53,Motor6,1.2,259.9
2026-08-11 20:16:58,Motor3,0.6,261.3
2026-08-11 20:16:58,Motor6,0.9,259.9
2026-08-11 20:17:03,Motor3,0.6,261.3
2026-08-11 20:17:03,Motor6,0.6,260.0
2026-08-11 20:17:08,Motor3,0.3,261.3
2026-08-11 20:17:08,Motor6,0.6,261.2
2026-08-11 20:17:13,Motor3,0.9,261.3
2026-08-11 20:17:13,Motor6,0.9,261.2
2026-08-11 20:17:18,Motor3,0.6,261.3
2026-08-11 20:17:18,Motor6,0.6,261.2
2026-08-11 20:17:23,Motor3,1.5,261.3
2026-08-11 20:17:23,Motor6,0.6,261.2
2026-08-11 20:17:28,Motor3,0.3,261.3
2026-08-11 20:17:28,Motor6,0.6,261.2
2026-08-11 20:17:33,Motor3,0.3,261.3
2026-08-11 20:17:33,Motor6,0.6,261.2
2026-08-11 20:17:38,Motor3,1.2,261.3
2026-08-11 20:17:38,Motor6,0.6,261.2
2026-08-11 20:17:43,Motor3,1.2,261.3
2026-08-11 20:17:43,Motor6,0.9,261.2
2026-08-11 20:17:43,Motor9,0.6,259.5
2026-08-11 20:17:48,Motor3,0.9,261.3
2026-08-11 20:17:48,Motor6,0.6,261.2
2026-08-11 20:17:48,Motor9,0.6,260.4
2026-08-11 20:17:53,Motor3,0.6,261.3
2026-08-11 20:17:53,Motor6,0.6,261.2
2026-08-11 20:17:53,Motor9,0.6,261.4
2026-08-11 20:17:58,Motor3,0.3,261.3
2026-08-11 20:17:58,Motor6,0.3,261.2
2026-08-11 20:17:58,Motor9,0.3,261.4
2026-08-11 20:18:04,Motor3,0.6,261.3
2026-08-11 20:18:04,Motor6,0.9,261.2
2026-08-11 20:18:04,Motor9,0.6,261.4
2026-08-11 20:18:09,Motor3,0.6,261.3
2026-08-11 20:18:09,Motor6,1.5,261.2
2026-08-11 20:18:09,Motor9,0.6,261.4
2026-08-11 20:18:14,Motor3,0.3,261.3
2026-08-11 20:18:14,Motor6,0.6,261.2
2026-08-11 20:18:14,Motor9,0.6,261.4
2026-08-11 20:18:19,Motor3,0.6,261.3
2026-08-11 20:18:19,Motor6,0.9,261.2
2026-08-11 20:18:19,Motor9,0.3,260.2
2026-08-11 20:18:24,Motor3,0.6,261.3
2026-08-11 20:18:24,Motor6,0.6,261.2
2026-08-11 20:18:24,Motor9,0.6,261.4
2026-08-11 20:18:29,Motor3,15.8,261.6
2026-08-11 20:18:29,Motor6,0.3,261.2
2026-08-11 20:18:29,Motor9,0.3,261.4
2026-08-11 20:18:34,Motor3,0.3,260.9
2026-08-11 20:18:34,Motor6,0.6,261.2
2026-08-11 20:18:34,Motor9,0.6,259.9
2026-08-11 20:18:39,Motor3,0.3,261.2
2026-08-11 20:18:39,Motor6,0.3,261.2
2026-08-11 20:18:39,Motor9,0.3,261.8
2026-08-11 20:18:44,Motor3,0.6,261.2
2026-08-11 20:18:44,Motor6,0.6,261.1
2026-08-11 20:18:44,Motor9,0.3,261.8
2026-08-11 20:18:49,Motor3,0.6,261.2
2026-08-11 20:18:49,Motor6,0.3,261.1
2026-08-11 20:18:49,Motor9,0.6,261.8
2026-08-11 20:18:54,Motor3,0.0,261.2
2026-08-11 20:18:54,Motor6,0.6,261.1
2026-08-11 20:18:54,Motor9,0.3,261.7
2026-08-11 20:18:59,Motor3,0.3,261.2
2026-08-11 20:18:59,Motor6,0.3,261.1
2026-08-11 20:18:59,Motor9,0.6,261.5
2026-08-11 20:19:04,Motor3,0.9,261.2
2026-08-11 20:19:04,Motor6,0.9,261.1
2026-08-11 20:19:04,Motor9,0.6,261.7
2026-08-11 20:19:09,Motor3,0.6,261.2
2026-08-11 20:19:09,Motor6,0.6,261.1
2026-08-11 20:19:09,Motor9,0.9,261.3
