timestamp,device,cpu_percent,rss_mb
2026-08-11 20:14:50,Motor1,67.8,261.1
2026-08-11 20:14:55,Motor1,3.7,261.2
2026-08-11 20:15:00,Motor1,5.7,261.4
2026-08-11 20:15:05,Motor1,6.7,261.4
2026-08-11 20:15:11,Motor1,6.2,261.4
2026-08-11 20:15:16,Motor1,5.8,261.4
2026-08-11 20:15:21,Motor1,6.0,261.4
2026-08-11 20:15:26,Motor1,6.0,261.4
2026-08-11 20:15:31,Motor1,6.4,261.4
2026-08-11 20:15:37,Motor1,6.2,261.4
2026-08-11 20:15:42,Motor1,6.0,261.4
2026-08-11 20:15:47,Motor1,6.4,261.4
2026-08-11 20:15:52,Motor1,4.8,261.4
2026-08-11 20:15:52,Motor4,84.6,120.3
2026-08-11 20:15:57,Motor1,3.8,261.4
2026-08-11 20:15:57,Motor4,11.5,261.2
2026-08-11 20:16:02,Motor1,4.3,261.4
2026-08-11 20:16:02,Motor4,4.3,261.4
2026-08-11 20:16:08,Motor1,6.2,261.4
2026-08-11 20:16:08,Motor4,6.0,261.4
2026-08-11 20:16:13,Motor1,6.0,261.4
2026-08-11 20:16:13,Motor4,6.0,261.4
2026-08-11 20:16:18,Motor1,6.2,261.4
2026-08-11 20:16:18,Motor4,6.2,261.4
2026-08-11 20:16:23,Motor1,6.2,261.4
2026-08-11 20:16:23,Motor4,6.0,261.4
2026-08-11 20:16:28,Motor1,6.2,261.4
2026-08-11 20:16:28,Motor4,6.4,261.4
2026-08-11 20:16:34,Motor1,6.0,261.4
2026-08-11 20:16:34,Motor4,6.4,261.4
2026-08-11 20:16:39,Motor1,6.2,261.4
2026-08-11 20:16:39,Motor4,6.4,261.4
2026-08-11 20:16:44,Motor1,6.2,261.4
2026-08-11 20:16:44,Motor4,6.2,261.4
2026-08-11 20:16:49,Motor1,6.2,261.4
2026-08-11 20:16:49,Motor4,6.2,261.4
2026-08-11 20:16:54,Motor1,5.8,261.4
2026-08-11 20:16:54,Motor4,6.0,261.4
2026-08-11 20:16:59,Motor1,4.3,261.4
2026-08-11 20:16:59,Motor4,4.5,261.4
2026-08-11 20:16:59,Motor7,56.8,261.1
2026-08-11 20:17:05,Motor1,3.9,261.4
2026-08-11 20:17:05,Motor4,3.7,261.4
2026-08-11 20:17:05,Motor7,3.9,261.1
2026-08-11 20:17:10,Motor1,6.1,261.4
2026-08-11 20:17:10,Motor4,5.7,261.4
2026-08-11 20:17:10,Motor7,5.5,261.4
2026-08-11 20:17:15,Motor1,6.2,261.4
2026-08-11 20:17:15,Motor4,6.4,261.4
2026-08-11 20:17:15,Motor7,6.0,261.4
2026-08-11 20:17:20,Motor1,6.2,261.4
2026-08-11 20:17:20,Motor4,6.0,261.4
2026-08-11 20:17:20,Motor7,6.0,261.4
2026-08-11 20:17:25,Motor1,6.0,261.4
2026-08-11 20:17:25,Motor4,6.2,261.4
2026-08-11 20:17:25,Motor7,6.4,261.4
2026-08-11 20:17:30,Motor1,5.6,261.4
2026-08-11 20:17:30,Motor4,5.6,261.4
2026-08-11 20:17:30,Motor7,5.4,261.4
2026-08-11 20:17:36,Motor1,5.8,261.4
2026-08-11 20:17:36,Motor4,5.8,261.4
2026-08-11 20:17:36,Motor7,5.8,261.4
2026-08-11 20:17:41,Motor1,6.4,261.4
2026-08-11 20:17:41,Motor4,6.2,261.4
2026-08-11 20:17:41,Motor7,6.4,261.4
2026-08-11 20:17:46,Motor1,5.9,261.4
2026-08-11 20:17:46,Motor4,5.9,261.4
2026-08-11 20:17:46,Motor7,5.7,261.4
2026-08-11 20:17:51,Motor1,5.6,261.4
2026-08-11 20:17:51,Motor4,5.2,261.4
2026-08-11 20:17:51,Motor7,5.6,261.4
2026-08-11 20:17:56,Motor1,27.5,288.5
2026-08-11 20:17:56,Motor4,5.6,261.4
2026-08-11 20:17:56,Motor7,5.4,261.4
2026-08-11 20:18:02,Motor1,55.2,261.4
2026-08-11 20:18:02,Motor4,4.6,261.4
2026-08-11 20:18:02,Motor7,4.4,261.4
2026-08-11 20:18:07,Motor1,4.7,261.4
2026-08-11 20:18:07,Motor4,4.5,261.4
2026-08-11 20:18:07,Motor7,4.7,261.4
2026-08-11 20:18:12,Motor1,4.9,261.4
2026-08-11 20:18:12,Motor4,4.9,261.4
2026-08-11 20:18:12,Motor7,5.2,261.4
2026-08-11 20:18:17,Motor1,6.2,261.4
2026-08-11 20:18:17,Motor4,6.2,261.4
2026-08-11 20:18:17,Motor7,6.2,261.4
2026-08-11 20:18:22,Motor1,6.2,261.4
2026-08-11 20:18:22,Motor4,6.0,261.4
2026-08-11 20:18:22,Motor7,6.0,261.4
2026-08-11 20:18:27,Motor1,5.8,261.4
2026-08-11 20:18:27,Motor4,5.8,261.4
2026-08-11 20:18:27,Motor7,5.6,261.4
2026-08-11 20:18:33,Motor1,5.8,261.4
2026-08-11 20:18:33,Motor4,6.0,261.4
2026-08-11 20:18:33,Motor7,5.8,261.4
2026-08-11 20:18:38,Motor1,6.2,261.4
2026-08-11 20:18:38,Motor4,6.3,261.4
2026-08-11 20:18:38,Motor7,6.2,261.4
2026-08-11 20:18:43,Motor1,6.5,261.4
2026-08-11 20:18:43,Motor4,6.3,261.4
2026-08-11 20:18:43,Motor7,6.2,261.4
2026-08-11 20:18:48,Motor1,5.6,261.4
2026-08-11 20:18:48,Motor4,5.4,261.4
2026-08-11 20:18:48,Motor7,5.2,261.4
2026-08-11 20:18:53,Motor1,6.0,261.4
2026-08-11 20:18:53,Motor4,5.8,261.4
2026-08-11 20:18:53,Motor7,5.6,261.4
