"Time","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor1/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor2/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor3/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor4/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor5/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor6/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor7/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor8/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor9/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor2/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor3/Analysis/Diagnosis/prediction""}"
2026-08-11 20:16:36,,550,,,,,,,,550,
2026-08-11 20:16:37,,,,,,230,,,,,
2026-08-11 20:16:37,,,,,654,,,,,,
2026-08-11 20:16:37,,,,646,,,,,,,
2026-08-11 20:16:37,605,,,,,,,,,,
2026-08-11 20:16:37,,,342,,,,,,,,342
2026-08-11 20:16:37,,626,,,,,,,,626,
2026-08-11 20:16:38,,,,,397,,,,,,
2026-08-11 20:16:38,,,,387,,,,,,,
2026-08-11 20:16:38,,,,,,313,,,,,
2026-08-11 20:16:38,458,,,,,,,,,,
2026-08-11 20:16:38,,,340,,,,,,,,340
2026-08-11 20:16:38,,604,,,,,,,,604,
2026-08-11 20:16:39,,,,,373,,,,,,
2026-08-11 20:16:39,,,,,,265,,,,,
2026-08-11 20:16:39,,,,595,,,,,,,
2026-08-11 20:16:39,,,296,,,,,,,,296
2026-08-11 20:16:39,768,,,,,,,,,,
2026-08-11 20:16:39,,805,,,,,,,,805,
2026-08-11 20:16:40,,,,,428,,,,,,
2026-08-11 20:16:40,,,,,,308,,,,,
2026-08-11 20:16:40,,,,590,,,,,,,
2026-08-11 20:16:40,,,325,,,,,,,,325
2026-08-11 20:16:40,799,,,,,,,,,,
2026-08-11 20:16:40,,816,,,,,,,,816,
2026-08-11 20:16:41,,,,,427,,,,,,
2026-08-11 20:16:41,,,,,,374,,,,,
2026-08-11 20:16:41,,,,612,,,,,,,
2026-08-11 20:16:41,,,409,,,,,,,,409
2026-08-11 20:16:41,821,,,,,,,,,,
2026-08-11 20:16:42,,855,,,,,,,,855,
2026-08-11 20:16:42,,,,,464,,,,,,
2026-08-11 20:16:42,,,,,,373,,,,,
2026-08-11 20:16:42,,,,615,,,,,,,
2026-08-11 20:16:42,,,449,,,,,,,,449
2026-08-11 20:16:42,836,,,,,,,,,,
2026-08-11 20:16:43,,908,,,,,,,,908,
2026-08-11 20:16:43,,,,,528,,,,,,
2026-08-11 20:16:43,,,,,,491,,,,,
2026-08-11 20:16:43,,,,708,,,,,,,
2026-08-11 20:16:43,,,478,,,,,,,,478
2026-08-11 20:16:43,768,,,,,,,,,,
2026-08-11 20:16:43,,774,,,,,,,,774,
2026-08-11 20:16:44,,,,,377,,,,,,
2026-08-11 20:16:44,,,,,,259,,,,,
2026-08-11 20:16:44,,,,389,,,,,,,
2026-08-11 20:16:44,,,258,,,,,,,,258
2026-08-11 20:16:44,622,,,,,,,,,,
2026-08-11 20:16:44,,658,,,,,,,,658,
2026-08-11 20:16:45,,,,,377,,,,,,
2026-08-11 20:16:45,,,,,,274,,,,,
2026-08-11 20:16:45,,,,372,,,,,,,
2026-08-11 20:16:45,,,257,,,,,,,,257
2026-08-11 20:16:45,613,,,,,,,,,,
2026-08-11 20:16:45,,665,,,,,,,,665,
2026-08-11 20:16:46,,,,,381,,,,,,
2026-08-11 20:16:46,,,,,,294,,,,,
2026-08-11 20:16:46,,,,397,,,,,,,
2026-08-11 20:16:46,,,265,,,,,,,,265
2026-08-11 20:16:46,,580,,,,,,,,580,
2026-08-11 20:16:46,721,,,,,,,,,,
2026-08-11 20:16:47,,,,,332,,,,,,
2026-08-11 20:16:47,,,,,,277,,,,,
2026-08-11 20:16:47,,,247,,,,,,,,247
2026-08-11 20:16:47,,,,570,,,,,,,
2026-08-11 20:16:47,,532,,,,,,,,532,
2026-08-11 20:16:47,653,,,,,,,,,,
2026-08-11 20:16:48,,,,,382,,,,,,
2026-08-11 20:16:48,,,,,,323,,,,,
2026-08-11 20:16:48,,,,369,,,,,,,
2026-08-11 20:16:48,,,285,,,,,,,,285
2026-08-11 20:16:48,,566,,,,,,,,566,
2026-08-11 20:16:48,671,,,,,,,,,,
2026-08-11 20:16:49,,,,,345,,,,,,
2026-08-11 20:16:49,,,,,,407,,,,,
2026-08-11 20:16:49,,,299,,,,,,,,299
2026-08-11 20:16:49,,,,558,,,,,,,
2026-08-11 20:16:49,,573,,,,,,,,573,
2026-08-11 20:16:50,554,,,,,,,,,,
2026-08-11 20:16:50,,,,,403,,,,,,
2026-08-11 20:16:50,,,,,,403,,,,,
2026-08-11 20:16:50,,,,603,,,,,,,
2026-08-11 20:16:50,,,582,,,,,,,,582
2026-08-11 20:16:50,,688,,,,,,,,688,
2026-08-11 20:16:51,623,,,,,,,,,,
2026-08-11 20:16:51,,,,,355,,,,,,
2026-08-11 20:16:51,,,,,,429,,,,,
2026-08-11 20:16:51,,,270,,,,,,,,270
2026-08-11 20:16:51,,,,478,,,,,,,
2026-08-11 20:16:51,,588,,,,,,,,588,
2026-08-11 20:16:52,538,,,,,,,,,,
2026-08-11 20:16:52,,,,,423,,,,,,
2026-08-11 20:16:52,,,,,,415,,,,,
2026-08-11 20:16:52,,,291,,,,,,,,291
2026-08-11 20:16:52,,,,541,,,,,,,
2026-08-11 20:16:52,,584,,,,,,,,584,
2026-08-11 20:16:53,565,,,,,,,,,,
2026-08-11 20:16:53,,,,,376,,,,,,
2026-08-11 20:16:53,,,,,,433,,,,,
2026-08-11 20:16:53,,,266,,,,,,,,266
2026-08-11 20:16:54,,,,595,,,,,,,
2026-08-11 20:16:54,,775,,,,,,,,775,
2026-08-11 20:16:54,689,,,,,,,,,,
2026-08-11 20:16:54,,,,,593,,,,,,
2026-08-11 20:16:54,,,,,,654,,,,,
2026-08-11 20:16:54,,,489,,,,,,,,489
2026-08-11 20:16:55,,,,626,,,,,,,
2026-08-11 20:16:55,,840,,,,,,,,840,
2026-08-11 20:16:55,779,,,,,,,,,,
2026-08-11 20:16:55,,,,,656,,,,,,
2026-08-11 20:16:55,,,,,,736,,,,,
2026-08-11 20:16:56,,,608,,,,,,,,608
2026-08-11 20:16:56,,,,684,,,,,,,
2026-08-11 20:16:56,,897,,,,,,,,897,
2026-08-11 20:16:56,799,,,,,,,,,,
2026-08-11 20:16:56,,,,,718,,,,,,
2026-08-11 20:16:56,,,,,,823,,,,,
2026-08-11 20:16:57,,,720,,,,,,,,720
2026-08-11 20:16:57,,,,784,,,,,,,
2026-08-11 20:16:57,,991,,,,,,,,991,
2026-08-11 20:16:57,921,,,,,,,,,,
2026-08-11 20:16:57,,,,,803,,,,,,
2026-08-11 20:16:57,,,,,,892,,,,,
2026-08-11 20:16:58,,,676,,,,,,,,676
2026-08-11 20:16:58,,,,664,,,,,,,
2026-08-11 20:16:58,,794,,,,,,,,794,
2026-08-11 20:16:58,632,,,,,,,,,,
2026-08-11 20:16:58,,,,,,419,,,,,
2026-08-11 20:16:58,,,,,564,,,,,,
2026-08-11 20:16:58,,,325,,,,,,,,325
2026-08-11 20:16:58,,,,,,,1065,,,,
2026-08-11 20:16:58,,,,483,,,,,,,
2026-08-11 20:16:59,,,,,,,245,,,,
2026-08-11 20:16:59,,732,,,,,,,,732,
2026-08-11 20:16:59,,,,,,252,,,,,
2026-08-11 20:16:59,648,,,,,,,,,,
2026-08-11 20:16:59,,,,,493,,,,,,
2026-08-11 20:16:59,,,259,,,,,,,,259
2026-08-11 20:17:00,,540,,,,,,,,540,
2026-08-11 20:17:00,,,,,,,281,,,,
2026-08-11 20:17:00,,,,720,,,,,,,
2026-08-11 20:17:00,583,,,,,,,,,,
2026-08-11 20:17:00,,,,,,456,,,,,
2026-08-11 20:17:00,,,,,578,,,,,,
2026-08-11 20:17:00,,,377,,,,,,,,377
2026-08-11 20:17:00,,392,,,,,,,,392,
2026-08-11 20:17:01,,,,549,,,,,,,
2026-08-11 20:17:01,418,,,,,,,,,,
2026-08-11 20:17:01,,,,,,,436,,,,
2026-08-11 20:17:01,,,,,,387,,,,,
2026-08-11 20:17:01,,,,,492,,,,,,
