"Time","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor1/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor2/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor3/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor4/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor5/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor6/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor7/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor8/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor9/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor2/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor3/Analysis/Diagnosis/prediction""}"
2026-08-11 20:17:01,,,285,,,,,,,,285
2026-08-11 20:17:02,,555,,,,,,,,555,
2026-08-11 20:17:02,,,,601,,,,,,,
2026-08-11 20:17:02,467,,,,,,,,,,
2026-08-11 20:17:02,,,,,,,487,,,,
2026-08-11 20:17:02,,,,,551,,,,,,
2026-08-11 20:17:02,,,362,,,,,,,,362
2026-08-11 20:17:02,,,,,,788,,,,,
2026-08-11 20:17:03,,562,,,,,,,,562,
2026-08-11 20:17:03,,,,612,,,,,,,
2026-08-11 20:17:03,474,,,,,,,,,,
2026-08-11 20:17:03,,,,,,,493,,,,
2026-08-11 20:17:03,,,259,,,,,,,,259
2026-08-11 20:17:03,,,,,651,,,,,,
2026-08-11 20:17:03,,,,,,790,,,,,
2026-08-11 20:17:04,,546,,,,,,,,546,
2026-08-11 20:17:04,,,,589,,,,,,,
2026-08-11 20:17:04,494,,,,,,,,,,
2026-08-11 20:17:04,,,,,,435,,,,,
2026-08-11 20:17:04,,,,,518,,,,,,
2026-08-11 20:17:04,,,,,,,778,,,,
2026-08-11 20:17:04,,,500,,,,,,,,500
2026-08-11 20:17:05,,535,,,,,,,,535,
2026-08-11 20:17:05,,,,580,,,,,,,
2026-08-11 20:17:05,,,,,,,365,,,,
2026-08-11 20:17:05,559,,,,,,,,,,
2026-08-11 20:17:05,,,,,429,,,,,,
2026-08-11 20:17:05,,,,,,577,,,,,
2026-08-11 20:17:05,,,387,,,,,,,,387
2026-08-11 20:17:06,,548,,,,,,,,548,
2026-08-11 20:17:06,,,,587,,,,,,,
2026-08-11 20:17:06,449,,,,,,,,,,
2026-08-11 20:17:06,,,,,,,483,,,,
2026-08-11 20:17:06,,,,,,494,,,,,
2026-08-11 20:17:06,,,,,548,,,,,,
2026-08-11 20:17:06,,,407,,,,,,,,407
2026-08-11 20:17:07,,545,,,,,,,,545,
2026-08-11 20:17:07,,,,583,,,,,,,
2026-08-11 20:17:07,,,,,,,362,,,,
2026-08-11 20:17:07,553,,,,,,,,,,
2026-08-11 20:17:07,,,,,,480,,,,,
2026-08-11 20:17:07,,,,,536,,,,,,
2026-08-11 20:17:07,,,411,,,,,,,,411
2026-08-11 20:17:08,,546,,,,,,,,546,
2026-08-11 20:17:08,,,,654,,,,,,,
2026-08-11 20:17:08,569,,,,,,,,,,
2026-08-11 20:17:08,,,,,,,657,,,,
2026-08-11 20:17:09,,,,,,782,,,,,
2026-08-11 20:17:09,,,,,925,,,,,,
2026-08-11 20:17:09,,,913,,,,,,,,913
2026-08-11 20:17:09,,,,766,,,,,,,
2026-08-11 20:17:09,,943,,,,,,,,943,
2026-08-11 20:17:09,,,,,,,791,,,,
2026-08-11 20:17:10,,,,,,956,,,,,
2026-08-11 20:17:10,1236,,,,,,,,,,
2026-08-11 20:17:10,,,,,1205,,,,,,
2026-08-11 20:17:10,,,1148,,,,,,,,1148
2026-08-11 20:17:10,,,,921,,,,,,,
2026-08-11 20:17:11,,1161,,,,,,,,1161,
2026-08-11 20:17:11,1038,,,,,,,,,,
2026-08-11 20:17:11,,,,,,1135,,,,,
2026-08-11 20:17:11,,,,,1246,,,,,,
2026-08-11 20:17:11,,,,,,,1503,,,,
2026-08-11 20:17:11,,,1381,,,,,,,,1381
2026-08-11 20:17:12,,1201,,,,,,,,1201,
2026-08-11 20:17:12,,,,1348,,,,,,,
2026-08-11 20:17:12,1219,,,,,,,,,,
2026-08-11 20:17:12,,,,,,,1262,,,,
2026-08-11 20:17:12,,,,,,1397,,,,,
2026-08-11 20:17:12,,,,,1405,,,,,,
2026-08-11 20:17:12,,,1325,,,,,,,,1325
2026-08-11 20:17:12,,1066,,,,,,,,1066,
2026-08-11 20:17:12,,,,1099,,,,,,,
2026-08-11 20:17:13,952,,,,,,,,,,
2026-08-11 20:17:13,,,,,,1044,,,,,
2026-08-11 20:17:13,,,,,1090,,,,,,
2026-08-11 20:17:13,,,1023,,,,,,,,1023
2026-08-11 20:17:13,,,,,,,1367,,,,
2026-08-11 20:17:13,,860,,,,,,,,860,
2026-08-11 20:17:13,,,,876,,,,,,,
2026-08-11 20:17:13,723,,,,,,,,,,
2026-08-11 20:17:14,,,,,,856,,,,,
2026-08-11 20:17:14,,,,,,,875,,,,
2026-08-11 20:17:14,,,,,913,,,,,,
2026-08-11 20:17:14,,,938,,,,,,,,938
2026-08-11 20:17:14,,661,,,,,,,,661,
2026-08-11 20:17:14,,,,661,,,,,,,
2026-08-11 20:17:14,,,,,,557,,,,,
2026-08-11 20:17:14,614,,,,,,,,,,
2026-08-11 20:17:14,,,490,,,,,,,,490
2026-08-11 20:17:15,,,,,,,772,,,,
2026-08-11 20:17:15,,,,,832,,,,,,
2026-08-11 20:17:15,,579,,,,,,,,579,
2026-08-11 20:17:15,,,,554,,,,,,,
2026-08-11 20:17:15,,,,,,524,,,,,
2026-08-11 20:17:15,,,,,,,488,,,,
2026-08-11 20:17:15,,,461,,,,,,,,461
2026-08-11 20:17:16,778,,,,,,,,,,
2026-08-11 20:17:16,,,,,789,,,,,,
2026-08-11 20:17:16,,589,,,,,,,,589,
2026-08-11 20:17:16,,,,554,,,,,,,
2026-08-11 20:17:16,,,,,,527,,,,,
2026-08-11 20:17:16,518,,,,,,,,,,
2026-08-11 20:17:16,,,458,,,,,,,,458
2026-08-11 20:17:17,,,,,,,673,,,,
2026-08-11 20:17:17,,,,,762,,,,,,
2026-08-11 20:17:17,,568,,,,,,,,568,
2026-08-11 20:17:17,,,,539,,,,,,,
2026-08-11 20:17:17,,,,,,530,,,,,
2026-08-11 20:17:17,,,347,,,,,,,,347
2026-08-11 20:17:17,,,,,,,572,,,,
2026-08-11 20:17:18,738,,,,,,,,,,
2026-08-11 20:17:18,,,,,815,,,,,,
2026-08-11 20:17:18,,603,,,,,,,,603,
2026-08-11 20:17:18,,,,,,453,,,,,
2026-08-11 20:17:18,,,,650,,,,,,,
2026-08-11 20:17:18,,,393,,,,,,,,393
2026-08-11 20:17:19,615,,,,,,,,,,
2026-08-11 20:17:19,,,,,,,665,,,,
2026-08-11 20:17:19,,,,,771,,,,,,
2026-08-11 20:17:19,,583,,,,,,,,583,
2026-08-11 20:17:19,,,,,,455,,,,,
2026-08-11 20:17:19,,,,652,,,,,,,
2026-08-11 20:17:19,,,417,,,,,,,,417
2026-08-11 20:17:20,,,,,,,545,,,,
2026-08-11 20:17:20,707,,,,,,,,,,
2026-08-11 20:17:20,,,,,805,,,,,,
2026-08-11 20:17:20,,,,,,,,1145,,,
2026-08-11 20:17:20,,,,,,,,237,,,
2026-08-11 20:17:20,,606,,,,,,,,606,
2026-08-11 20:17:20,,,,,,516,,,,,
2026-08-11 20:17:20,,,,639,,,,,,,
2026-08-11 20:17:20,,,439,,,,,,,,439
2026-08-11 20:17:21,586,,,,,,,,,,
2026-08-11 20:17:21,,,,,,,648,,,,
2026-08-11 20:17:21,,,,,778,,,,,,
2026-08-11 20:17:21,,,,,,378,,,,,
2026-08-11 20:17:21,,,,,,,,420,,,
2026-08-11 20:17:21,,778,,,,,,,,778,
2026-08-11 20:17:21,,,405,,,,,,,,405
2026-08-11 20:17:22,,,,794,,,,,,,
2026-08-11 20:17:22,,,,,,,577,,,,
2026-08-11 20:17:22,812,,,,,,,,,,
2026-08-11 20:17:22,,,,,961,,,,,,
2026-08-11 20:17:22,,,,,,460,,,,,
2026-08-11 20:17:22,,790,,,,,,,,790,
2026-08-11 20:17:23,,,,,,,,736,,,
2026-08-11 20:17:23,,,706,,,,,,,,706
2026-08-11 20:17:23,883,,,,,,,,,,
2026-08-11 20:17:23,,,,,,,1043,,,,
2026-08-11 20:17:23,,,,1537,,,,,,,
2026-08-11 20:17:24,,,,,1482,,,,,,
2026-08-11 20:17:24,,,,,,957,,,,,
2026-08-11 20:17:24,,1278,,,,,,,,1278,
2026-08-11 20:17:24,,,,,,,,1187,,,
2026-08-11 20:17:24,,,1141,,,,,,,,1141
2026-08-11 20:17:24,,,,1532,,,,,,,
2026-08-11 20:17:25,,,,,,,1370,,,,
2026-08-11 20:17:25,,,,,1639,,,,,,
2026-08-11 20:17:25,1787,,,,,,,,,,
2026-08-11 20:17:25,,1431,,,,,,,,1431,
2026-08-11 20:17:25,,,,,,1511,,,,,
2026-08-11 20:17:26,,,1434,,,,,,,,1434
2026-08-11 20:17:26,,,,,,,,1829,,,
2026-08-11 20:17:26,,,,2013,,,,,,,
2026-08-11 20:17:26,1921,,,,,,,,,,
2026-08-11 20:17:26,,,,,,,1992,,,,
2026-08-11 20:17:26,,,,,2165,,,,,,
2026-08-11 20:17:26,,1743,,,,,,,,1743,
2026-08-11 20:17:26,,,,,,1746,,,,,
2026-08-11 20:17:27,,,,,,,,1727,,,
2026-08-11 20:17:27,,,1661,,,,,,,,1661
2026-08-11 20:17:27,,,,1925,,,,,,,
2026-08-11 20:17:27,,,,,,,1719,,,,
2026-08-11 20:17:27,,,,,1916,,,,,,
2026-08-11 20:17:27,1985,,,,,,,,,,
2026-08-11 20:17:27,,,,,,1490,,,,,
2026-08-11 20:17:27,,1683,,,,,,,,1683,
2026-08-11 20:17:27,,,1309,,,,,,,,1309
2026-08-11 20:17:28,,,,,,,,1685,,,
2026-08-11 20:17:28,,,,1759,,,,,,,
2026-08-11 20:17:28,1610,,,,,,,,,,
2026-08-11 20:17:28,,,,,,,1665,,,,
2026-08-11 20:17:28,,,,,1881,,,,,,
2026-08-11 20:17:28,,,,,,1377,,,,,
2026-08-11 20:17:28,,1559,,,,,,,,1559,
2026-08-11 20:17:28,,,,,,,,1442,,,
2026-08-11 20:17:28,,,1311,,,,,,,,1311
2026-08-11 20:17:29,,,,1630,,,,,,,
2026-08-11 20:17:29,,,,,,,1427,,,,
2026-08-11 20:17:29,,,,,1658,,,,,,
2026-08-11 20:17:29,1699,,,,,,,,,,
2026-08-11 20:17:29,,,,,,1280,,,,,
2026-08-11 20:17:29,,1449,,,,,,,,1449,
2026-08-11 20:17:29,,,1098,,,,,,,,1098
2026-08-11 20:17:29,,,,,,,,1441,,,
2026-08-11 20:17:30,,,,1509,,,,,,,
2026-08-11 20:17:30,1361,,,,,,,,,,
2026-08-11 20:17:30,,,,,,,1418,,,,
2026-08-11 20:17:30,,,,,1664,,,,,,
2026-08-11 20:17:30,,,,,,1204,,,,,
2026-08-11 20:17:30,,1355,,,,,,,,1355,
2026-08-11 20:17:30,,,,,,,,1238,,,
2026-08-11 20:17:30,,,1122,,,,,,,,1122
2026-08-11 20:17:30,,,,,1203,,,,,,
2026-08-11 20:17:31,,,,1471,,,,,,,
2026-08-11 20:17:31,1344,,,,,,,,,,
2026-08-11 20:17:31,,,,,,,1394,,,,
2026-08-11 20:17:31,,,,,,1075,,,,,
2026-08-11 20:17:31,,1178,,,,,,,,1178,
2026-08-11 20:17:31,,,,,,,,1073,,,
2026-08-11 20:17:31,,,986,,,,,,,,986
2026-08-11 20:17:31,,,,1200,,,,,,,
2026-08-11 20:17:31,1057,,,,,,,,,,
2026-08-11 20:17:32,,,,,,,1124,,,,
2026-08-11 20:17:32,,,,,1377,,,,,,
2026-08-11 20:17:32,,,,,,893,,,,,
2026-08-11 20:17:32,,1031,,,,,,,,1031,
2026-08-11 20:17:32,,,,,,,,941,,,
2026-08-11 20:17:32,,,882,,,,,,,,882
2026-08-11 20:17:32,,,,1112,,,,,,,
2026-08-11 20:17:32,,,,,,,917,,,,
2026-08-11 20:17:32,,,,,1131,,,,,,
2026-08-11 20:17:33,1186,,,,,,,,,,
2026-08-11 20:17:33,,,,,,818,,,,,
2026-08-11 20:17:33,,928,,,,,,,,928,
2026-08-11 20:17:33,,,,,,,,847,,,
2026-08-11 20:17:33,,,785,,,,,,,,785
2026-08-11 20:17:33,,,,970,,,,,,,
2026-08-11 20:17:33,824,,,,,,,,,,
2026-08-11 20:17:33,,,,,998,,,,,,
2026-08-11 20:17:33,,,,,,,982,,,,
2026-08-11 20:17:34,,,,,,673,,,,,
2026-08-11 20:17:34,,,,,,,,584,,,
2026-08-11 20:17:34,,,545,,,,,,,,545
2026-08-11 20:17:34,,1004,,,,,,,,1004,
2026-08-11 20:17:34,,,,809,,,,,,,
2026-08-11 20:17:34,,,,,,,616,,,,
2026-08-11 20:17:34,,,,,864,,,,,,
2026-08-11 20:17:34,890,,,,,,,,,,
2026-08-11 20:17:34,,,,,,563,,,,,
2026-08-11 20:17:35,,649,,,,,,,,649,
2026-08-11 20:17:35,,,495,,,,,,,,495
2026-08-11 20:17:35,,,,,465,,,,,,
2026-08-11 20:17:35,,,,737,,,,,,,
2026-08-11 20:17:35,,,,,,,,980,,,
2026-08-11 20:17:35,725,,,,,,,,,,
2026-08-11 20:17:35,,,,,,,782,,,,
2026-08-11 20:17:35,,,,,,537,,,,,
2026-08-11 20:17:36,,,,,,,,411,,,
2026-08-11 20:17:36,,725,,,,,,,,725,
2026-08-11 20:17:36,,,516,,,,,,,,516
2026-08-11 20:17:36,,,,,479,,,,,,
2026-08-11 20:17:36,,,,724,,,,,,,
2026-08-11 20:17:36,,,,,,,557,,,,
2026-08-11 20:17:36,778,,,,,,,,,,
2026-08-11 20:17:37,,,,,,604,,,,,
2026-08-11 20:17:37,,767,,,,,,,,767,
2026-08-11 20:17:37,,,,,,,,749,,,
2026-08-11 20:17:37,,,834,,,,,,,,834
2026-08-11 20:17:37,,,,,850,,,,,,
2026-08-11 20:17:38,,,,1187,,,,,,,
2026-08-11 20:17:38,1121,,,,,,,,,,
2026-08-11 20:17:38,,,,,,,1270,,,,
2026-08-11 20:17:38,,,,,,1194,,,,,
2026-08-11 20:17:38,,,,,,,,1113,,,
2026-08-11 20:17:39,,1511,,,,,,,,1511,
2026-08-11 20:17:39,,,1411,,,,,,,,1411
2026-08-11 20:17:39,,,,,,,,,2351,,
2026-08-11 20:17:39,,,,,1541,,,,,,
2026-08-11 20:17:39,,,,1846,,,,,,,
2026-08-11 20:17:39,,,,,,,1718,,,,
2026-08-11 20:17:40,,,,,,,,,2029,,
2026-08-11 20:17:40,2146,,,,,,,,,,
2026-08-11 20:17:40,,,,,,1993,,,,,
2026-08-11 20:17:40,,2087,,,,,,,,2087,
2026-08-11 20:17:40,,,,,,,,2094,,,
2026-08-11 20:17:40,,,2198,,,,,,,,2198
2026-08-11 20:17:41,,,,,,,,,2084,,
2026-08-11 20:17:41,,,,,2169,,,,,,
2026-08-11 20:17:41,,,,2428,,,,,,,
2026-08-11 20:17:41,2293,,,,,,,,,,
2026-08-11 20:17:41,,,,,,,2356,,,,
2026-08-11 20:17:41,,,,,,2250,,,,,
2026-08-11 20:17:41,,2202,,,,,,,,2202,
2026-08-11 20:17:41,,,,,,,,2148,,,
2026-08-11 20:17:41,,,2195,,,,,,,,2195
2026-08-11 20:17:42,,,,,,,,,2075,,
2026-08-11 20:17:42,,,,,2143,,,,,,
2026-08-11 20:17:42,,,,2424,,,,,,,
2026-08-11 20:17:42,,,,,,,2235,,,,
2026-08-11 20:17:42,2401,,,,,,,,,,
2026-08-11 20:17:42,,,,,,2275,,,,,
2026-08-11 20:17:42,,2216,,,,,,,,2216,
2026-08-11 20:17:42,,,,,,,,2159,,,
2026-08-11 20:17:42,,,2223,,,,,,,,2223
2026-08-11 20:17:43,,,,,,,,,2101,,
2026-08-11 20:17:43,,,,,2161,,,,,,
2026-08-11 20:17:43,,,,2388,,,,,,,
2026-08-11 20:17:43,2249,,,,,,,,,,
2026-08-11 20:17:43,,,,,,2140,,,,,
2026-08-11 20:17:43,,,,,,,2438,,,,
2026-08-11 20:17:43,,2193,,,,,,,,2193,
2026-08-11 20:17:43,,,,,,,,2135,,,
2026-08-11 20:17:43,,,2197,,,,,,,,2197
2026-08-11 20:17:44,,,,,,,,,2084,,
2026-08-11 20:17:44,,,,,2134,,,,,,
2026-08-11 20:17:44,,,,2348,,,,,,,
2026-08-11 20:17:44,,,,,,,2153,,,,
2026-08-11 20:17:44,,,,,,2132,,,,,
2026-08-11 20:17:44,2417,,,,,,,,,,
2026-08-11 20:17:44,,2166,,,,,,,,2166,
2026-08-11 20:17:44,,,,,,,,2106,,,
2026-08-11 20:17:44,,,2170,,,,,,,,2170
2026-08-11 20:17:45,,,,,,,,,2070,,
2026-08-11 20:17:45,,,,,2107,,,,,,
2026-08-11 20:17:45,,,,2306,,,,,,,
2026-08-11 20:17:45,2166,,,,,,,,,,
2026-08-11 20:17:45,,,,,,2127,,,,,
2026-08-11 20:17:45,,,,,,,2340,,,,
2026-08-11 20:17:45,,2147,,,,,,,,2147,
2026-08-11 20:17:45,,,,,,,,2095,,,
2026-08-11 20:17:45,,,2168,,,,,,,,2168
2026-08-11 20:17:46,,,,,,,,,2072,,
2026-08-11 20:17:46,,,,,2090,,,,,,
2026-08-11 20:17:46,,,,2268,,,,,,,
2026-08-11 20:17:46,,,,,,,2075,,,,
2026-08-11 20:17:46,2229,,,,,,,,,,
2026-08-11 20:17:46,,2005,,,,,,,,2005,
2026-08-11 20:17:46,,,,,,2380,,,,,
2026-08-11 20:17:46,,,,,,,,2092,,,
2026-08-11 20:17:47,,,2182,,,,,,,,2182
2026-08-11 20:17:47,,,,,,,,,2083,,
2026-08-11 20:17:47,,,,2142,,,,,,,
2026-08-11 20:17:47,,,,,2210,,,,,,
2026-08-11 20:17:47,2112,,,,,,,,,,
2026-08-11 20:17:47,,,,,,,2182,,,,
2026-08-11 20:17:47,,2014,,,,,,,,2014,
2026-08-11 20:17:47,,,,,,2398,,,,,
2026-08-11 20:17:47,,,,,,,,2101,,,
2026-08-11 20:17:48,,,2206,,,,,,,,2206
2026-08-11 20:17:48,,,,,,,,,2110,,
2026-08-11 20:17:48,,,,,2107,,,,,,
2026-08-11 20:17:48,,,,2257,,,,,,,
2026-08-11 20:17:48,2108,,,,,,,,,,
2026-08-11 20:17:48,,,,,,2174,,,,,
2026-08-11 20:17:48,,,,,,,2292,,,,
2026-08-11 20:17:48,,2159,,,,,,,,2159,
2026-08-11 20:17:48,,,,,,,,2101,,,
2026-08-11 20:17:49,,,2224,,,,,,,,2224
2026-08-11 20:17:49,,,,,,,,,2123,,
2026-08-11 20:17:49,,,,,2111,,,,,,
2026-08-11 20:17:49,,,,2235,,,,,,,
2026-08-11 20:17:49,2091,,,,,,,,,,
2026-08-11 20:17:49,,,,,,,2165,,,,
2026-08-11 20:17:49,,,,,,2292,,,,,
2026-08-11 20:17:49,,,,,,,,1972,,,
2026-08-11 20:17:49,,2265,,,,,,,,2265,
2026-08-11 20:17:50,,,,,,,,,2016,,
2026-08-11 20:17:50,,,,,2022,,,,,,
2026-08-11 20:17:50,,,2482,,,,,,,,2482
2026-08-11 20:17:50,,,,2254,,,,,,,
2026-08-11 20:17:50,2099,,,,,,,,,,
2026-08-11 20:17:50,,,,,,2220,,,,,
2026-08-11 20:17:50,,,,,,,2286,,,,
2026-08-11 20:17:50,,2171,,,,,,,,2171,
2026-08-11 20:17:51,,,,,,,,2166,,,
2026-08-11 20:17:51,,,2372,,,,,,,,2372
2026-08-11 20:17:51,,,,,,,,,2334,,
2026-08-11 20:17:51,,,,,2372,,,,,,
2026-08-11 20:17:51,,,,2560,,,,,,,
2026-08-11 20:17:52,,,,,,,2449,,,,
2026-08-11 20:17:52,,,,,,2727,,,,,
2026-08-11 20:17:52,2809,,,,,,,,,,
2026-08-11 20:17:52,,2781,,,,,,,,2781,
2026-08-11 20:17:52,,,2838,,,,,,,,2838
2026-08-11 20:17:52,,,,,,,,2983,,,
2026-08-11 20:17:53,,,,,,,,,3007,,
2026-08-11 20:17:53,,,,,3004,,,,,,
2026-08-11 20:17:53,,,,3146,,,,,,,
2026-08-11 20:17:53,,,,,,3150,,,,,
2026-08-11 20:17:53,3244,,,,,,,,,,
2026-08-11 20:17:54,,,,,,,3430,,,,
2026-08-11 20:17:54,,3431,,,,,,,,3431,
2026-08-11 20:17:54,,,3542,,,,,,,,3542
2026-08-11 20:17:54,,,,,,,,3679,,,
2026-08-11 20:17:54,,,,,,,,,3727,,
2026-08-11 20:17:55,,,,,3715,,,,,,
2026-08-11 20:17:55,,,,3887,,,,,,,
2026-08-11 20:17:55,,,,,,3886,,,,,
2026-08-11 20:17:55,,,,,,,3877,,,,
2026-08-11 20:17:55,3962,,,,,,,,,,
2026-08-11 20:17:55,,,3837,,,,,,,,3837
2026-08-11 20:17:55,,,,,,,,3871,,,
2026-08-11 20:17:55,,,,,,,,,3842,,
2026-08-11 20:17:56,,4249,,,,,,,,4249,
2026-08-11 20:17:56,,,,,3858,,,,,,
2026-08-11 20:17:56,,,,3938,,,,,,,
2026-08-11 20:17:56,,,,,,3913,,,,,
2026-08-11 20:17:56,3854,,,,,,,,,,
2026-08-11 20:17:56,,,,,,,4021,,,,
2026-08-11 20:17:56,,3944,,,,,,,,3944,
2026-08-11 20:17:56,,,3975,,,,,,,,3975
2026-08-11 20:17:56,,,,,,,,3998,,,
2026-08-11 20:17:57,,,,,,,,,3980,,
2026-08-11 20:17:57,,,,,3866,,,,,,
2026-08-11 20:17:57,,,,3865,,,,,,,
2026-08-11 20:17:57,,,,,,3931,,,,,
2026-08-11 20:17:57,,,,,,,3865,,,,
2026-08-11 20:17:57,3950,,,,,,,,,,
2026-08-11 20:17:57,,,3836,,,,,,,,3836
2026-08-11 20:17:57,,,,,,,,3844,,,
2026-08-11 20:17:57,,,,,,,,,3844,,
2026-08-11 20:17:58,,4225,,,,,,,,4225,
2026-08-11 20:17:58,,,,,3828,,,,,,
2026-08-11 20:17:58,,,,3809,,,,,,,
2026-08-11 20:17:58,,,,,,3905,,,,,
2026-08-11 20:17:58,,,,,,,3817,,,,
2026-08-11 20:17:58,3914,,,,,,,,,,
2026-08-11 20:17:58,,,3831,,,,,,,,3831
2026-08-11 20:17:58,,3982,,,,,,,,3982,
2026-08-11 20:17:58,,,,,,,,3939,,,
2026-08-11 20:17:59,,,,,,,,,3953,,
2026-08-11 20:17:59,,,,,3815,,,,,,
2026-08-11 20:17:59,,,,3782,,,,,,,
2026-08-11 20:17:59,,,,,,3932,,,,,
2026-08-11 20:17:59,,,,,,,3819,,,,
2026-08-11 20:17:59,,,3743,,,,,,,,3743
2026-08-11 20:17:59,,,,,,,,3739,,,
2026-08-11 20:17:59,,3990,,,,,,,,3990,
2026-08-11 20:17:59,,,,,,,,,3865,,
2026-08-11 20:18:00,,,,,3714,,,,,,
2026-08-11 20:18:00,,,,,,3693,,,,,
2026-08-11 20:18:00,,,,3772,,,,,,,
2026-08-11 20:18:00,,,,,,,3664,,,,
2026-08-11 20:18:00,,,3632,,,,,,,,3632
2026-08-11 20:18:00,,3772,,,,,,,,3772,
2026-08-11 20:18:00,,,,,,,,,3659,,
2026-08-11 20:18:00,,,,,,,,3842,,,
2026-08-11 20:18:00,,,,,3603,,,,,,
2026-08-11 20:18:01,,,,3542,,,,,,,
2026-08-11 20:18:01,,,,,,3703,,,,,
2026-08-11 20:18:01,,,,,,,3506,,,,
2026-08-11 20:18:01,,,3522,,,,,,,,3522
2026-08-11 20:18:01,,,,,,,,,3440,,
2026-08-11 20:18:01,,,,,,,,3607,,,
2026-08-11 20:18:01,,3868,,,,,,,,3868,
2026-08-11 20:18:01,,,,,3485,,,,,,
2026-08-11 20:18:02,,,,3414,,,,,,,
2026-08-11 20:18:02,,,,,,3607,,,,,
2026-08-11 20:18:02,,,3328,,,,,,,,3328
2026-08-11 20:18:02,,,,,,,3500,,,,
2026-08-11 20:18:02,,3537,,,,,,,,3537,
2026-08-11 20:18:02,,,,,,,,3519,,,
2026-08-11 20:18:02,,,,,,,,,3586,,
2026-08-11 20:18:02,,,,,,3301,,,,,
2026-08-11 20:18:02,,,,,3535,,,,,,
2026-08-11 20:18:03,,,,3448,,,,,,,
2026-08-11 20:18:03,,,3267,,,,,,,,3267
2026-08-11 20:18:03,,,,,,,,,3161,,
2026-08-11 20:18:03,,3435,,,,,,,,3435,
2026-08-11 20:18:03,,,,,,,,3425,,,
2026-08-11 20:18:03,3920,,,,,,,,,,
2026-08-11 20:18:03,,,,,,3225,,,,,
2026-08-11 20:18:03,,,,,3406,,,,,,
2026-08-11 20:18:03,,,,3302,,,,,,,
2026-08-11 20:18:04,3315,,,,,,,,,,
2026-08-11 20:18:04,,,3526,,,,,,,,3526
2026-08-11 20:18:04,,,,,,,,,3458,,
2026-08-11 20:18:04,,,,,,,4828,,,,
2026-08-11 20:18:04,,3826,,,,,,,,3826,
2026-08-11 20:18:04,,,,,,,4019,,,,
2026-08-11 20:18:05,,,,,,3511,,,,,
2026-08-11 20:18:05,,,,,3679,,,,,,
2026-08-11 20:18:05,,3255,,,,,,,,3255,
2026-08-11 20:18:05,,,,,,2877,,,,,
2026-08-11 20:18:05,,,,3942,,,,,,,
2026-08-11 20:18:05,,,,3100,,,,,,,
2026-08-11 20:18:06,,,,,3475,,,,,,
2026-08-11 20:18:06,,,,,,,,,3977,,
2026-08-11 20:18:06,,,,,,,4397,,,,
2026-08-11 20:18:06,,3512,,,,,,,,3512,
2026-08-11 20:18:06,,,,,,,3789,,,,
2026-08-11 20:18:07,,,,,,,,,3783,,
2026-08-11 20:18:07,,,,,3599,,,,,,
2026-08-11 20:18:07,,,,,,3725,,,,,
2026-08-11 20:18:07,,,5543,,,,,,,,5543
2026-08-11 20:18:07,,,4726,,,,,,,,4726
2026-08-11 20:18:07,,,,4115,,,,,,,
2026-08-11 20:18:08,,,,,,,,6890,,,
2026-08-11 20:18:08,6425,,,,,,,,,,
2026-08-11 20:18:08,5603,,,,,,,,,,
2026-08-11 20:18:08,,,,,,,,6467,,,
2026-08-11 20:18:08,4997,,,,,,,,,,
2026-08-11 20:18:09,,,,,,,,5832,,,
2026-08-11 20:18:09,,,,,,,,,5039,,
2026-08-11 20:18:09,,,5463,,,,,,,,5463
2026-08-11 20:18:09,,5530,,,,,,,,5530,
2026-08-11 20:18:09,,,,,,,5738,,,,
2026-08-11 20:18:09,,,,,,,,5640,,,
2026-08-11 20:18:09,,,,,5446,,,,,,
2026-08-11 20:18:10,,,,,,5531,,,,,
2026-08-11 20:18:10,,,5233,,,,,,,,5233
