"Time","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor1/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor2/Analysis/Diagnosis/prediction""}","edge_to_cloud_latency_ms {host=""d906c09369b6"", name=""fault_diagnosis"", topic=""Enterprise/Site/Area/Motor3/Analysis/Diagnosis/prediction""}"
2026-08-11 07:32:06,,364,
2026-08-11 07:32:07,471,,
2026-08-11 07:32:07,,616,
2026-08-11 07:32:08,457,,
2026-08-11 07:32:08,,375,
2026-08-11 07:32:09,475,,
2026-08-11 07:32:09,,615,
2026-08-11 07:32:10,457,,
2026-08-11 07:32:10,,366,
2026-08-11 07:32:11,479,,
2026-08-11 07:32:11,,612,
2026-08-11 07:32:12,460,,
2026-08-11 07:32:12,,367,
2026-08-11 07:32:13,478,,
2026-08-11 07:32:13,,610,
2026-08-11 07:32:14,466,,
2026-08-11 07:32:14,,375,
2026-08-11 07:32:15,477,,
2026-08-11 07:32:15,,614,
2026-08-11 07:32:16,452,,
2026-08-11 07:32:16,,368,
2026-08-11 07:32:17,475,,
2026-08-11 07:32:17,,613,
2026-08-11 07:32:18,452,,
2026-08-11 07:32:18,,366,
2026-08-11 07:32:19,819,530,
2026-08-11 07:32:20,360,,
2026-08-11 07:32:20,,370,
2026-08-11 07:32:21,486,,
2026-08-11 07:32:22,,617,
2026-08-11 07:32:22,460,,
2026-08-11 07:32:23,,457,
2026-08-11 07:32:23,479,,
2026-08-11 07:32:24,,616,
2026-08-11 07:32:24,474,,
2026-08-11 07:32:25,,379,
2026-08-11 07:32:25,529,,
2026-08-11 07:32:26,,610,
2026-08-11 07:32:26,482,,
2026-08-11 07:32:27,,361,
2026-08-11 07:32:27,485,,
2026-08-11 07:32:28,,614,
2026-08-11 07:32:28,453,,
2026-08-11 07:32:29,,369,
2026-08-11 07:32:29,482,,
2026-08-11 07:32:30,,621,
2026-08-11 07:32:30,456,,
2026-08-11 07:32:31,,387,
2026-08-11 07:32:32,477,,
2026-08-11 07:32:32,,633,
2026-08-11 07:32:33,458,,
2026-08-11 07:32:33,,364,
2026-08-11 07:32:34,475,,
2026-08-11 07:32:34,,606,
2026-08-11 07:32:35,455,,
2026-08-11 07:32:35,,464,
2026-08-11 07:32:36,474,,
2026-08-11 07:32:36,,605,
2026-08-11 07:32:37,457,,
2026-08-11 07:32:37,,456,
2026-08-11 07:32:38,475,,
2026-08-11 07:32:38,,606,
2026-08-11 07:32:39,361,,
2026-08-11 07:32:39,,453,
2026-08-11 07:32:40,508,,
2026-08-11 07:32:41,,605,
2026-08-11 07:32:41,399,,
2026-08-11 07:32:41,,386,
2026-08-11 07:32:42,504,,
2026-08-11 07:32:42,,376,
2026-08-11 07:32:43,483,,
2026-08-11 07:32:43,,454,
2026-08-11 07:32:44,505,,
2026-08-11 07:32:44,,482,
2026-08-11 07:32:45,486,,
2026-08-11 07:32:45,,370,
2026-08-11 07:32:46,521,,
2026-08-11 07:32:46,,390,
2026-08-11 07:32:47,484,,
2026-08-11 07:32:47,,351,
2026-08-11 07:32:48,506,,
2026-08-11 07:32:48,,377,
2026-08-11 07:32:49,483,,
2026-08-11 07:32:50,,390,
2026-08-11 07:32:50,501,,
2026-08-11 07:32:51,,526,
2026-08-11 07:32:51,485,,
2026-08-11 07:32:52,,363,
2026-08-11 07:32:53,529,,
2026-08-11 07:32:53,,371,
2026-08-11 07:32:53,486,,
2026-08-11 07:32:54,,352,
2026-08-11 07:32:55,508,,
2026-08-11 07:32:55,,377,
2026-08-11 07:32:56,486,,
2026-08-11 07:32:56,,382,
2026-08-11 07:32:57,507,,
2026-08-11 07:32:57,,377,
2026-08-11 07:32:58,511,,
2026-08-11 07:32:58,,356,
2026-08-11 07:32:59,507,375,
2026-08-11 07:33:00,486,,
2026-08-11 07:33:00,,650,
2026-08-11 07:33:01,514,,
2026-08-11 07:33:01,,370,
2026-08-11 07:33:02,485,,
2026-08-11 07:33:02,,364,
2026-08-11 07:33:03,504,,
2026-08-11 07:33:03,,387,
2026-08-11 07:33:04,481,,
2026-08-11 07:33:04,,359,
2026-08-11 07:33:05,504,,
2026-08-11 07:33:05,,469,
2026-08-11 07:33:06,485,,
2026-08-11 07:33:06,,457,
2026-08-11 07:33:07,508,,
2026-08-11 07:33:07,,468,
2026-08-11 07:33:08,491,,
2026-08-11 07:33:08,,456,
2026-08-11 07:33:09,506,,
2026-08-11 07:33:09,,385,
2026-08-11 07:33:10,386,,
2026-08-11 07:33:10,,360,
2026-08-11 07:33:11,500,,
2026-08-11 07:33:11,,383,
2026-08-11 07:33:12,395,,
2026-08-11 07:33:13,,350,
2026-08-11 07:33:13,420,,
2026-08-11 07:33:14,,474,

