2026-08-11T07:48:44,flex-tig-stack-telegraf-1,0.12%,37.54MiB / 7.62GiB
2026-08-11T07:48:44,flex-tig-stack-grafana-1,0.16%,42.38MiB / 7.62GiB
2026-08-11T07:48:44,flex-tig-stack-influxdb-1,0.03%,116.7MiB / 7.62GiB
2026-08-11T07:48:51,flex-tig-stack-telegraf-1,0.10%,37.54MiB / 7.62GiB
2026-08-11T07:48:51,flex-tig-stack-grafana-1,0.03%,42.38MiB / 7.62GiB
2026-08-11T07:48:51,flex-tig-stack-influxdb-1,0.05%,120.8MiB / 7.62GiB
2026-08-11T07:48:59,flex-tig-stack-telegraf-1,0.16%,37.54MiB / 7.62GiB
2026-08-11T07:48:59,flex-tig-stack-grafana-1,0.07%,42.38MiB / 7.62GiB
2026-08-11T07:48:59,flex-tig-stack-influxdb-1,0.21%,121.1MiB / 7.62GiB
2026-08-11T07:49:06,flex-tig-stack-telegraf-1,2.79%,71.29MiB / 7.62GiB
2026-08-11T07:49:07,flex-tig-stack-grafana-1,0.04%,42.98MiB / 7.62GiB
2026-08-11T07:49:07,flex-tig-stack-influxdb-1,2.38%,121.9MiB / 7.62GiB
2026-08-11T07:49:13,flex-tig-stack-telegraf-1,4.45%,75.78MiB / 7.62GiB
2026-08-11T07:49:13,flex-tig-stack-grafana-1,1.63%,44MiB / 7.62GiB
2026-08-11T07:49:13,flex-tig-stack-influxdb-1,3.57%,134.7MiB / 7.62GiB
2026-08-11T07:49:21,flex-tig-stack-telegraf-1,2.89%,76.05MiB / 7.62GiB
2026-08-11T07:49:21,flex-tig-stack-grafana-1,0.04%,45.75MiB / 7.62GiB
2026-08-11T07:49:21,flex-tig-stack-influxdb-1,4.04%,147.7MiB / 7.62GiB
2026-08-11T07:49:29,flex-tig-stack-telegraf-1,4.44%,75.97MiB / 7.62GiB
2026-08-11T07:49:29,flex-tig-stack-grafana-1,0.07%,46.25MiB / 7.62GiB
2026-08-11T07:49:29,flex-tig-stack-influxdb-1,2.32%,156.7MiB / 7.62GiB
2026-08-11T07:49:36,flex-tig-stack-telegraf-1,2.70%,77.46MiB / 7.62GiB
2026-08-11T07:49:36,flex-tig-stack-grafana-1,0.04%,48.89MiB / 7.62GiB
2026-08-11T07:49:36,flex-tig-stack-influxdb-1,1.90%,161.1MiB / 7.62GiB
2026-08-11T07:49:43,flex-tig-stack-telegraf-1,2.64%,78.72MiB / 7.62GiB
2026-08-11T07:49:43,flex-tig-stack-grafana-1,0.03%,49.04MiB / 7.62GiB
2026-08-11T07:49:43,flex-tig-stack-influxdb-1,1.96%,161.9MiB / 7.62GiB
2026-08-11T07:49:51,flex-tig-stack-telegraf-1,2.72%,79.41MiB / 7.62GiB
2026-08-11T07:49:51,flex-tig-stack-grafana-1,0.03%,50.03MiB / 7.62GiB
2026-08-11T07:49:51,flex-tig-stack-influxdb-1,1.88%,164.7MiB / 7.62GiB
2026-08-11T07:49:59,flex-tig-stack-telegraf-1,2.42%,78.62MiB / 7.62GiB
2026-08-11T07:49:59,flex-tig-stack-grafana-1,0.05%,49.86MiB / 7.62GiB
2026-08-11T07:49:59,flex-tig-stack-influxdb-1,8.24%,161MiB / 7.62GiB
2026-08-11T07:50:06,flex-tig-stack-telegraf-1,7.66%,79.12MiB / 7.62GiB
2026-08-11T07:50:07,flex-tig-stack-grafana-1,0.03%,49.84MiB / 7.62GiB
2026-08-11T07:50:07,flex-tig-stack-influxdb-1,4.03%,162.6MiB / 7.62GiB
2026-08-11T07:50:13,flex-tig-stack-telegraf-1,3.78%,78.89MiB / 7.62GiB
2026-08-11T07:50:13,flex-tig-stack-grafana-1,5.83%,50.08MiB / 7.62GiB
2026-08-11T07:50:13,flex-tig-stack-influxdb-1,8.59%,172.4MiB / 7.62GiB
2026-08-11T07:50:21,flex-tig-stack-telegraf-1,1.09%,79.18MiB / 7.62GiB
2026-08-11T07:50:21,flex-tig-stack-grafana-1,0.04%,49.99MiB / 7.62GiB
2026-08-11T07:50:21,flex-tig-stack-influxdb-1,1.97%,170.5MiB / 7.62GiB
2026-08-11T07:50:29,flex-tig-stack-telegraf-1,2.91%,78.61MiB / 7.62GiB
2026-08-11T07:50:29,flex-tig-stack-grafana-1,0.05%,50.23MiB / 7.62GiB
2026-08-11T07:50:29,flex-tig-stack-influxdb-1,7.57%,181.5MiB / 7.62GiB
2026-08-11T07:50:37,flex-tig-stack-telegraf-1,0.81%,78.91MiB / 7.62GiB
2026-08-11T07:50:37,flex-tig-stack-grafana-1,0.04%,50.23MiB / 7.62GiB
2026-08-11T07:50:37,flex-tig-stack-influxdb-1,0.71%,183.1MiB / 7.62GiB
2026-08-11T07:50:43,flex-tig-stack-telegraf-1,2.27%,78.64MiB / 7.62GiB
2026-08-11T07:50:43,flex-tig-stack-grafana-1,0.08%,50.09MiB / 7.62GiB
2026-08-11T07:50:44,flex-tig-stack-influxdb-1,1.50%,194.6MiB / 7.62GiB
2026-08-11T07:50:51,flex-tig-stack-telegraf-1,2.27%,78.65MiB / 7.62GiB
2026-08-11T07:50:51,flex-tig-stack-grafana-1,0.05%,50.09MiB / 7.62GiB
2026-08-11T07:50:51,flex-tig-stack-influxdb-1,2.02%,197.4MiB / 7.62GiB
2026-08-11T07:50:59,flex-tig-stack-telegraf-1,2.70%,78.89MiB / 7.62GiB
2026-08-11T07:50:59,flex-tig-stack-grafana-1,0.05%,50.31MiB / 7.62GiB
2026-08-11T07:50:59,flex-tig-stack-influxdb-1,1.98%,193.1MiB / 7.62GiB
2026-08-11T07:51:07,flex-tig-stack-telegraf-1,2.15%,79.11MiB / 7.62GiB
2026-08-11T07:51:07,flex-tig-stack-grafana-1,0.04%,50.23MiB / 7.62GiB
2026-08-11T07:51:07,flex-tig-stack-influxdb-1,2.82%,130.4MiB / 7.62GiB
2026-08-11T07:51:14,flex-tig-stack-telegraf-1,3.06%,79.36MiB / 7.62GiB
2026-08-11T07:51:14,flex-tig-stack-grafana-1,0.04%,49.64MiB / 7.62GiB
2026-08-11T07:51:14,flex-tig-stack-influxdb-1,3.47%,129.9MiB / 7.62GiB
