timestamp,cpu_percent,rss_mb
2026-08-11 08:01:41,0.6,261.5
2026-08-11 08:01:46,0.3,261.5
2026-08-11 08:01:51,0.6,261.5
2026-08-11 08:01:56,0.3,261.5
2026-08-11 08:02:01,0.3,261.5
2026-08-11 08:02:06,0.6,261.5
2026-08-11 08:02:11,0.3,261.5
2026-08-11 08:02:16,0.6,261.5
2026-08-11 08:02:21,0.3,261.5
2026-08-11 08:02:26,0.3,261.5
2026-08-11 08:02:31,0.6,261.5
2026-08-11 08:02:36,0.6,261.5
2026-08-11 08:02:41,0.6,261.5
2026-08-11 08:02:46,0.3,261.5
2026-08-11 08:02:51,0.3,261.5
2026-08-11 08:02:56,0.6,261.5
2026-08-11 08:03:01,0.6,261.5
2026-08-11 08:03:06,0.3,261.5
2026-08-11 08:03:11,0.6,261.5
2026-08-11 08:03:16,0.9,261.5
2026-08-11 08:03:21,15.0,261.2
2026-08-11 08:03:26,0.6,261.2
2026-08-11 08:03:31,0.6,261.2
2026-08-11 08:03:36,0.0,261.2
2026-08-11 08:03:41,0.3,261.2
2026-08-11 08:03:46,0.9,261.2
2026-08-11 08:03:51,0.0,261.2
2026-08-11 08:03:56,0.9,261.2
2026-08-11 08:04:01,0.3,261.2
2026-08-11 08:04:06,0.6,261.2
2026-08-11 08:04:11,0.3,261.2
2026-08-11 08:04:16,0.3,261.2
2026-08-11 08:04:21,0.3,261.2
2026-08-11 08:04:26,0.6,261.2
2026-08-11 08:04:31,0.3,261.2
2026-08-11 08:04:36,0.6,261.2
2026-08-11 08:04:41,0.3,261.2
2026-08-11 08:04:46,0.6,261.2
2026-08-11 08:04:51,0.0,261.2
2026-08-11 08:04:56,0.6,261.2
2026-08-11 08:05:01,0.3,261.2
2026-08-11 08:05:06,0.0,261.2
2026-08-11 08:05:11,0.6,261.2
2026-08-11 08:05:16,0.6,261.3
2026-08-11 08:05:21,0.3,261.3
2026-08-11 08:05:26,0.3,261.3
